StopId,Latitude,Longitude,City
2543,41.82046,-87.606867,Chicago
2544,41.818712,-87.60682,Chicago
17242,41.81655,-87.606772,Chicago
18385,41.814762,-87.606708,Chicago
18430,41.812967,-87.606757,Chicago
2548,41.811457,-87.606693,Chicago
2549,41.809652,-87.606645,Chicago
2550,41.807832,-87.606597,Chicago
2551,41.80552,-87.606533,Chicago
2552,41.804185,-87.606502,Chicago
2553,41.802372,-87.606422,Chicago
2555,41.800417,-87.606407,Chicago
2556,41.798422,-87.606327,Chicago
2557,41.79692,-87.606312,Chicago
2558,41.795203,-87.606263,Chicago
2559,41.793082,-87.606215,Chicago
2560,41.791453,-87.606183,Chicago
2561,41.789442,-87.606105,Chicago
2562,41.787837,-87.606105,Chicago
2563,41.785563,-87.606105,Chicago
2564,41.78415,-87.606057,Chicago
2565,41.782426,-87.606085,Chicago
17572,41.780821,-87.60584,Chicago
2566,41.780748,-87.605962,Chicago
18008,41.778283,-87.605867,Chicago
2568,41.776933,-87.605867,Chicago
17967,41.77276,-87.605867,Chicago
2571,41.771433,-87.605755,Chicago
2572,41.769637,-87.605723,Chicago
2574,41.76626,-87.60566,Chicago
2576,41.762327,-87.605517,Chicago
2577,41.760507,-87.605468,Chicago
2578,41.758693,-87.605422,Chicago
2579,41.756882,-87.60539,Chicago
2580,41.755038,-87.605342,Chicago
2581,41.75321,-87.605293,Chicago
2582,41.750945,-87.605293,Chicago
2583,41.749563,-87.605247,Chicago
2584,41.747735,-87.605198,Chicago
2585,41.745892,-87.605152,Chicago
17104,41.743627,-87.605118,Chicago
2587,41.742252,-87.605055,Chicago
2588,41.740415,-87.605008,Chicago
17241,41.738127,-87.604945,Chicago
2590,41.736823,-87.60496,Chicago
2591,41.73494,-87.604865,Chicago
2592,41.733128,-87.604802,Chicago
2593,41.7313,-87.604753,Chicago
15252,41.729138,-87.604785,Chicago
2595,41.727652,-87.60469,Chicago
2596,41.725403,-87.60469,Chicago
2821,41.721755,-87.60326,Chicago
2822,41.720173,-87.603642,Chicago
2823,41.718163,-87.604102,Chicago
2824,41.716763,-87.604452,Chicago
2825,41.714532,-87.60496,Chicago
2575,41.763312,-87.605548,Chicago
2598,41.722712,-87.604572,Chicago
2569,41.775073,-87.605818,Chicago
2540,41.822845,-87.606932,Chicago
2554,41.801323,-87.606438,Chicago
2539,41.824052,-87.607058,Chicago
2229,41.783688,-87.615832,Chicago
2230,41.781868,-87.615785,Chicago
1590,41.868891,-87.62424,Chicago
1592,41.865511,-87.624232,Chicago
1593,41.863837,-87.62419,Chicago
1595,41.859975,-87.624033,Chicago
1596,41.85763,-87.62405,Chicago
1598,41.854045,-87.623843,Chicago
16014,41.851295,-87.623827,Chicago
17243,41.84946,-87.623827,Chicago
1602,41.847227,-87.623715,Chicago
1603,41.845343,-87.623637,Chicago
1604,41.84311,-87.623588,Chicago
1605,41.841775,-87.623588,Chicago
1607,41.838,-87.623493,Chicago
1608,41.836188,-87.623462,Chicago
1609,41.834423,-87.623398,Chicago
1610,41.832723,-87.62335,Chicago
1588,41.872029,-87.624317,Chicago
18630,41.721534,-87.62067,Chicago
7529,41.72011,-87.620663,Chicago
7530,41.718338,-87.620617,Chicago
7531,41.716447,-87.620537,Chicago
1589,41.870345,-87.624273,Chicago
1587,41.87376,-87.624352,Chicago
1599,41.852463,-87.623795,Chicago
1597,41.855253,-87.623858,Chicago
1586,41.874772,-87.62438,Chicago
1110,41.878555,-87.624445,Chicago
1105,41.884987,-87.624489,Chicago
18396,41.88038,-87.624493,Chicago
1591,41.866781,-87.624256,Chicago
1104,41.887009,-87.624634,Chicago
73,41.876492,-87.624313,Chicago
1106,41.883478,-87.624567,Chicago
15999,41.720417,-87.62358,Chicago
18154,41.88307,-87.627769,Chicago
14222,41.888107,-87.621309,Chicago
14224,41.888307,-87.623063,Chicago
448,41.883467,-87.627547,Chicago
449,41.883213,-87.625844,Chicago
7629,41.831332,-87.611588,Chicago
2528,41.831277,-87.616658,Chicago
2264,41.72166,-87.613527,Chicago
2530,41.884868,-87.620534,Chicago
2515,41.81671,-87.606645,Chicago
14574,41.809755,-87.60647,Chicago
2507,41.80254,-87.606312,Chicago
