,hospital,latitude,longitude,City_x,City_y,City
234,"1095 Irvine Blvd,Tustin, CA 92780",33.748312,-117.808844,Long Beach,Long Beach,Long Beach
235,"15464 Goldenwest St,Westminster, CA 92683",33.757813,-118.002155,Long Beach,Long Beach,Long Beach
236,"17612 17th St 101,Tustin, CA 92780",33.725826,-117.817153,Anaheim,Anaheim,Anaheim
237,"14591 Newport Ave Ste 206,Tustin, CA 92780",33.731957,-117.828861,Anaheim,Anaheim,Anaheim
238,"16301 Beach Blvd,Huntington Beach, CA 92647",33.725868,-117.989975,Anaheim,Anaheim,Anaheim
239,"2540 N Santiago Blvd,Orange, CA 92867",33.831143,-117.833925,Anaheim,Anaheim,Anaheim
240,"1518 W La Veta Ave,Orange, CA 92868",33.780062,-117.868703,Anaheim,Anaheim,Anaheim
241,"1536 E Katella Ave,Orange, CA 92867",33.808496,-117.837054,Anaheim,Anaheim,Anaheim
242,"6900 Lincoln Ave,Buena Park, CA 90620",33.831407,-118.012502,Anaheim,Anaheim,Anaheim
243,"10601 Walker St Ste 250,Cypress, CA 90630",33.819788,-118.042985,Anaheim,Anaheim,Anaheim
244,"16200 Amber Valley Dr,Whittier, CA 90604",33.92432,-117.983049,Anaheim,Anaheim,Anaheim
245,"1720 Termino Ave,Long Beach, CA 90804",33.788864,-118.144711,Long Beach,Long Beach,Long Beach
246,"2760 Atlantic Ave,Long Beach, CA 90806",33.807353,-118.18443,Long Beach,Long Beach,Long Beach
247,"2801 Atlantic Ave 2nd Fl,Long Beach, CA 90806",33.807598,-118.187199,Long Beach,Long Beach,Long Beach
248,"701 E 28th St Ste 111,Long Beach, CA 90806",33.797395,-118.121307,Long Beach,Long Beach,Long Beach
249,"2880 Atlantic Ave Ste 160,Long Beach, CA 90806",33.809367,-118.184723,Long Beach,Long Beach,Long Beach
250,"529 E 10th St,Long Beach, CA 90813",33.779968,-118.185853,Long Beach,Long Beach,Long Beach
251,"2776 Pacific Ave,Long Beach, CA 90806",33.807102,-118.193072,Long Beach,Long Beach,Long Beach
252,"7027 E Hanbury St,Long Beach, CA 90808",33.828826,-118.096336,Long Beach,Long Beach,Long Beach
253,"6060 N Paramount Blvd,Long Beach, CA 90805",33.865168,-118.15771,Long Beach,Long Beach,Long Beach
254,"3520 E South St,Long Beach, CA 90805",33.797395,-118.121307,Long Beach,Long Beach,Long Beach
255,"5901 E 7th St,Long Beach, CA 90822",33.778458,-118.118732,Long Beach,Long Beach,Long Beach
256,"3700 E South St,Long Beach, CA 90805",33.797395,-118.121307,Long Beach,Long Beach,Long Beach
257,"2801 Atlantic Ave,Long Beach, CA 90806",33.807598,-118.187199,Long Beach,Long Beach,Long Beach
258,"1050 Linden Ave,Long Beach, CA 90813",33.779968,-118.185853,Long Beach,Long Beach,Long Beach
259,"555 E Ocean Blvd Ste 110,Long Beach, CA 90802",33.766879,-118.18571,Long Beach,Long Beach,Long Beach
260,"529 E 10th St Ste A,Long Beach, CA 90813",33.779968,-118.185853,Long Beach,Long Beach,Long Beach
261,"529 E 10th St Ste B,Long Beach, CA 90813",33.779968,-118.185853,Long Beach,Long Beach,Long Beach
262,"1027 Linden Ave Ste C,Long Beach, CA 90813",33.779557,-118.187065,Long Beach,Long Beach,Long Beach
263,"1043 Elm Ave Ste 300,Long Beach, CA 90813",33.780123,-118.188366,Long Beach,Long Beach,Long Beach
264,"1081 Long Beach Blvd,Long Beach, CA 90813",33.780363,-118.18998,Long Beach,Long Beach,Long Beach
265,"1050 Linden Ave 5th Fl,Long Beach, CA 90813",33.779968,-118.185853,Long Beach,Long Beach,Long Beach
266,"1050 Linden Ave 1st Fl,Long Beach, CA 90813",33.779968,-118.185853,Long Beach,Long Beach,Long Beach
267,"1045 Atlantic Ave Ste 705,Long Beach, CA 90813",33.780235,-118.185393,Long Beach,Long Beach,Long Beach
268,"1045 Atlantic Ave Ste 708,Long Beach, CA 90813",33.780235,-118.185393,Long Beach,Long Beach,Long Beach
269,"1045 Atlantic Ave Ste 105,Long Beach, CA 90813",33.780235,-118.185393,Long Beach,Long Beach,Long Beach
270,"3901 E 4th St,Long Beach, CA 90814",33.771954,-118.146815,Long Beach,Long Beach,Long Beach
271,"2810 Long Beach Blvd,Long Beach, CA 90806",33.808271,-118.188469,Long Beach,Long Beach,Long Beach
272,"450 E Spring St Ste 1,Long Beach, CA 90806",33.811405,-118.18899,Long Beach,Long Beach,Long Beach
273,"5015 E 2nd St. Long Beach,Long Beach, CA 90803",33.761081,-118.136045,Long Beach,Long Beach,Long Beach
274,"2801 E Spring St Ste 120,Long Beach, CA 90806",33.813929,-118.154495,Long Beach,Long Beach,Long Beach
275,"2110 N Bellflower Blvd,Long Beach, CA 90815",33.795264,-118.124903,Long Beach,Long Beach,Long Beach
276,"3932 Long Beach Blvd # B,Long Beach, CA 90807",33.797395,-118.121307,Long Beach,Long Beach,Long Beach
277,"4100 Long Beach Blvd,Long Beach, CA 90807",33.832404,-118.18889,Long Beach,Long Beach,Long Beach
278,"4401 Atlantic Ave Ste 300,Long Beach, CA 90807",33.837062,-118.185623,Long Beach,Long Beach,Long Beach
279,"3828 Schaufele Ave Ste 200,Long Beach, CA 90808",33.797395,-118.121307,Long Beach,Long Beach,Long Beach
280,"6226 E Spring St Ste 100,Long Beach, CA 90815",33.809693,-118.109956,Long Beach,Long Beach,Long Beach
281,"1627 E Anaheim St,Long Beach, CA 90813",33.782915,-118.171284,Anaheim,Anaheim,Anaheim
282,"1725 Pacific Ave,Long Beach, CA 90813",33.788473,-118.194127,Long Beach,Long Beach,Long Beach
283,"2600 Redondo Ave,Long Beach, CA 90806",33.80617,-118.151925,Long Beach,Long Beach,Long Beach
284,"4910 Airport Plaza Dr Ste 100,Long Beach, CA 90815",33.808328,-118.136046,Long Beach,Long Beach,Long Beach
285,"4910 Airport Plaza Dr Ste 210,Long Beach, CA 90815",33.808328,-118.136046,Long Beach,Long Beach,Long Beach
286,"2626 Grand Ave,Long Beach, CA 90815",33.804829,-118.145342,Long Beach,Long Beach,Long Beach
287,"1045 Atlantic Ave Ste 615,Long Beach, CA 90813",33.780235,-118.185393,Long Beach,Long Beach,Long Beach
288,"1009 N Avalon Blvd,Wilmington, CA 90744",33.783151,-118.262843,Anaheim,Anaheim,Anaheim
289,"21530 Pioneer Blvd,Hawaiian Gardens, CA 90716",33.833543,-118.079366,Anaheim,Anaheim,Anaheim
290,"9542 Artesia Blvd,Bellflower, CA 90706",33.874352,-118.129955,Long Beach,Long Beach,Long Beach
291,"3751 Katella Ave,Los Alamitos, CA 90720",33.804058,-118.0672,Long Beach,Long Beach,Long Beach
292,"25825 Vermont Ave,Harbor City, CA 90710",33.78811,-118.295247,Anaheim,Anaheim,Anaheim
293,"2040 Pacific Coast Highway Suite S,Lomita, CA 90717",33.788958,-118.316485,Long Beach,Long Beach,Long Beach
294,"3520 E South St,Lakewood, CA 90805",33.859976,-118.150554,Long Beach,Long Beach,Long Beach
295,"3700 South St,Lakewood, CA 90712",33.859779,-118.148243,Long Beach,Long Beach,Long Beach
296,"21530 S Pioneer Blvd,Hawaiian Gardens, CA 90716",33.833464,-118.08018,Anaheim,Anaheim,Anaheim
297,"824 E Carson St Ste 203,Carson, CA 90745",33.830991,-118.260477,Long Beach,Long Beach,Long Beach
298,"1000 W Carson St,Torrance, CA 90502",33.831358,-118.292397,Long Beach,Long Beach,Long Beach
299,"21520 Pioneer Blvd,Hawaiian Gardens, CA 90716",33.833075,-118.08122,Long Beach,Long Beach,Long Beach
300,"1300 W 7th St,San Pedro, CA 90732",33.733309,-118.292224,Long Beach,Long Beach,Long Beach
301,"2637 E Carson St,Carson, CA 90810",33.83199,-118.220135,Long Beach,Long Beach,Long Beach
302,"5001 Lakewood Blvd,Lakewood, CA 90712",33.84879,-118.14323,Long Beach,Long Beach,Long Beach
303,"5525 Del Amo Blvd,Lakewood, CA 90713",33.847455,-118.124135,Long Beach,Long Beach,Long Beach
304,"5201 Clark Ave,Lakewood, CA 90712",33.852009,-118.134143,Long Beach,Long Beach,Long Beach
305,"11121 Los Alamitos Blvd Ste B,Los Alamitos, CA 90720",33.793006,-118.059769,Long Beach,Long Beach,Long Beach
306,"4332 Katella Ave,Los Alamitos, CA 90720",33.793006,-118.059769,Long Beach,Long Beach,Long Beach
307,"4959 Katella Ave Ste C,Cypress, CA 90720",33.819788,-118.042985,Long Beach,Long Beach,Long Beach
308,"824 E Carson St Ste 104,Carson, CA 90745",33.830991,-118.260477,Long Beach,Long Beach,Long Beach
309,"21501 Avalon Blvd Ste 100,Carson, CA 90745",33.833396,-118.264514,Long Beach,Long Beach,Long Beach
310,"25965 Normandie Ave,Harbor City, CA 90710",33.787344,-118.297681,Long Beach,Long Beach,Long Beach
311,"1294 W 6th St Ste 104,San Pedro, CA 90731",33.733309,-118.292224,Long Beach,Long Beach,Long Beach
312,"1294 W 6th St,San Pedro, CA 90731",33.733309,-118.292224,Long Beach,Long Beach,Long Beach
313,"1322 W 6th St,San Pedro, CA 90732",33.733309,-118.292224,Long Beach,Long Beach,Long Beach
314,"621 S Butte St,San Pedro, CA 90732",33.733309,-118.292224,Long Beach,Long Beach,Long Beach
315,"1499 W 1st St,San Pedro, CA 90732",33.743202,-118.309127,Long Beach,Long Beach,Long Beach
316,"2200 Sepulveda Blvd,Torrance, CA 90501",33.819917,-118.320116,Long Beach,Long Beach,Long Beach
317,"21151 S Western Ave,Torrance, CA 90501",33.832402,-118.341001,Long Beach,Long Beach,Long Beach
318,"1198 Pacific Coast Hwy # 1,Seal Beach, CA 90740",33.75283,-118.069722,Long Beach,Long Beach,Long Beach
319,"1198 Pacific Coast Hwy Ste I,Seal Beach, CA 90740",33.75283,-118.069722,Long Beach,Long Beach,Long Beach
320,"1661 Golden Rain Rd,Seal Beach, CA 90740",33.75283,-118.069722,Long Beach,Long Beach,Long Beach
321,"3460 Katella Ave,Los Alamitos, CA 90720",33.793006,-118.059769,Long Beach,Long Beach,Long Beach
322,"356 E 231st St,Carson, CA 90745",33.815695,-118.269176,Long Beach,Long Beach,Long Beach
323,"168 W Carson St,Carson, CA 90745",33.830851,-118.279223,Long Beach,Long Beach,Long Beach
324,"900 N Western Ave,San Pedro, CA 90732",33.75058,-118.30889,Long Beach,Long Beach,Long Beach
325,"25210 Crenshaw Blvd # 100,Torrance, CA 90505",33.832402,-118.341001,Long Beach,Long Beach,Long Beach
326,"3771 Katella Ave Ste 300,Los Alamitos, CA 90720",33.793006,-118.059769,Long Beach,Long Beach,Long Beach
327,"11500 Brookshire Ave,Downey, CA 90241",33.934437,-118.131176,Long Beach,Long Beach,Long Beach
328,"17772 Beach Blvd,Huntington Beach, CA 92647",33.703357,-117.987863,Long Beach,Long Beach,Long Beach
329,"4101 Torrance Blvd,Torrance, CA 90503",33.838209,-118.356809,Long Beach,Long Beach,Long Beach
330,"13222 Bloomfield Ave,Norwalk, CA 90650",33.910732,-118.063913,Long Beach,Long Beach,Long Beach
331,"200 Hospital Cir,Westminster, CA 92683",33.757813,-118.002155,Long Beach,Long Beach,Long Beach
332,"7901 Walker St,La Palma, CA 90623",33.84757,-118.03889,Long Beach,Long Beach,Long Beach
333,"13100 Studebaker Rd,Norwalk, CA 90650",33.912552,-118.098456,Long Beach,Long Beach,Long Beach
334,"3330 Lomita Blvd,Torrance, CA 90505",33.811995,-118.343703,Long Beach,Long Beach,Long Beach
335,"9333 Imperial Hwy,Downey, CA 90242",33.918951,-118.128722,Long Beach,Long Beach,Long Beach
336,"11401 Bloomfield Ave,Norwalk, CA 90650",33.924385,-118.067578,Long Beach,Long Beach,Long Beach
337,"17203 Morningrain Ave,Cerritos, CA 90703",33.874863,-118.067539,Long Beach,Long Beach,Long Beach
338,"31244 Palos Verdes Dr W 209,Rancho Palos Verdes, CA 90275",33.749914,-118.369354,Long Beach,Long Beach,Long Beach
339,"2251 W Rosecrans Ave,Compton, CA 90222",33.904984,-118.257583,Long Beach,Long Beach,Long Beach
340,"4825 Torrance Blvd Ste 100,Torrance, CA 90503",33.837978,-118.365413,Long Beach,Long Beach,Long Beach
341,"1680 E 120th St,Los Angeles, CA 90059",33.924186,-118.24415,Los Angeles,Los Angeles,Los Angeles
342,"3033 W Orange Ave,Anaheim, CA 92804",33.825571,-117.99491,Anaheim,Anaheim,Anaheim
343,"7232 Orangethorpe Ave,Buena Park, CA 90621",33.855981,-118.004034,Long Beach,Long Beach,Long Beach
344,"11445 Patton Rd,Downey, CA 90241",33.93656,-118.13387,Long Beach,Long Beach,Long Beach
345,"4359 Tweedy Blvd,South Gate, CA 90280",33.943376,-118.195385,Long Beach,Long Beach,Long Beach
346,"7601 Imperial Hwy,Downey, CA 90242",33.929099,-118.157999,Long Beach,Long Beach,Long Beach
347,"10802 College Pl,Cerritos, CA 90703",33.884322,-118.102987,Long Beach,Long Beach,Long Beach
348,"11428 Artesia Blvd Ste 13,Artesia, CA 90701",33.872382,-118.090137,Long Beach,Long Beach,Long Beach
349,"3630 E Imperial Hwy,Lynwood, CA 90262",33.929844,-118.203108,Long Beach,Long Beach,Long Beach
350,"9353 Imperial Hwy,Downey, CA 90242",33.93656,-118.13387,Long Beach,Long Beach,Long Beach
351,"23700 Camino del Sol,Torrance, CA 90505",33.810339,-118.344242,Long Beach,Long Beach,Long Beach
352,"17315 Studebaker Rd Ste 300B,Cerritos, CA 90703",33.873343,-118.100126,Long Beach,Long Beach,Long Beach
353,"13357 South St,Cerritos, CA 90703",33.859611,-118.046598,Long Beach,Long Beach,Long Beach
354,"2382 Crenshaw Blvd,Torrance, CA 90501",33.822631,-118.327723,Long Beach,Long Beach,Long Beach
355,"818 W Alondra Blvd,Compton, CA 90220",33.888162,-118.237736,Long Beach,Long Beach,Long Beach
356,"5888 Edinger Ave,Huntington Beach, CA 92649",33.728597,-118.026317,Long Beach,Long Beach,Long Beach
357,"1706 N Long Beach Blvd,Compton, CA 90221",33.890464,-118.225034,Long Beach,Long Beach,Long Beach
358,"22719 Hawthorne Blvd,Torrance, CA 90505",33.821388,-118.351466,Long Beach,Long Beach,Long Beach
359,"2109 Westminster Mall,Westminster, CA 92683",33.757813,-118.002155,Long Beach,Long Beach,Long Beach
360,"9400 Rosecrans Ave,Bellflower, CA 90706",33.902628,-118.13292,Long Beach,Long Beach,Long Beach
361,"17071 Springdale St,Huntington Beach, CA 92649",33.714432,-118.024288,Long Beach,Long Beach,Long Beach
362,"21311 Madrona Ave,Torrance, CA 90503",33.835583,-118.346247,Long Beach,Long Beach,Long Beach
363,"21311 Madrona Ave Ste 100B,Torrance, CA 90503",33.835583,-118.346247,Long Beach,Long Beach,Long Beach
364,"15464 Goldenwest St,Westminster, CA 92683",33.757813,-118.002155,Long Beach,Long Beach,Long Beach
365,"21135 Hawthorne Blvd,Torrance, CA 90503",33.838441,-118.355424,Long Beach,Long Beach,Long Beach
366,"1212 W Redondo Beach Blvd,Gardena, CA 90247",33.89165,-118.296474,Long Beach,Long Beach,Long Beach
367,"20929 Hawthorne Blvd,Torrance, CA 90503",33.839763,-118.354187,Anaheim,Anaheim,Anaheim
368,"3565 Del Amo Blvd,Torrance, CA 90503",33.849299,-118.349033,Long Beach,Long Beach,Long Beach
369,"4101 Torrance Blvd 3rd Fl,Torrance, CA 90503",33.838209,-118.356809,Long Beach,Long Beach,Long Beach
370,"20911 Earl St Ste 280,Torrance, CA 90503",33.840236,-118.358276,Anaheim,Anaheim,Anaheim
371,"6850 Lincoln Ave,Buena Park, CA 90620",33.831413,-118.013508,Anaheim,Anaheim,Anaheim
372,"9449 Imperial Hwy,Downey, CA 90242",33.918087,-118.12656,Anaheim,Anaheim,Anaheim
373,"5215 Torrance Blvd,Torrance, CA 90503",33.837384,-118.371442,Long Beach,Long Beach,Long Beach
374,"3628 E Imperial Hwy Ste 302,Lynwood, CA 90262",33.923827,-118.201641,Long Beach,Long Beach,Long Beach
375,"5315 Torrance Blvd Ste B1,Torrance, CA 90503",33.838348,-118.370559,Long Beach,Long Beach,Long Beach
376,"8150 Knott Ave,Buena Park, CA 90620",33.843702,-118.009838,Long Beach,Long Beach,Long Beach
377,"8200 Westminster Blvd,Westminster, CA 92683",33.756612,-117.985977,Long Beach,Long Beach,Long Beach
378,"16301 Beach Blvd,Huntington Beach, CA 92647",33.725868,,,,
379,"201 E Huron St,Chicago, IL 60611",41.89458,-87.622162,Chicago,Chicago,Chicago
380,"5841 S Maryland Ave,Chicago, IL 60637",41.789002,-87.602467,Chicago,Chicago,Chicago
381,"6130 N Sheridan Rd,Chicago, IL 60660",41.993373,-87.655808,Chicago,Chicago,Chicago
382,"1901 W Harrison St,Chicago, IL 60612",41.873535,-87.674299,Chicago,Chicago,Chicago
383,"2525 S Michigan Ave,Chicago, IL 60616",41.846739,-87.62133,Chicago,Chicago,Chicago
384,"2875 W 19th St,Chicago, IL 60623",41.855128,-87.697835,Chicago,Chicago,Chicago
385,"2701 W 68th St,Chicago, IL 60629",41.769013,-87.691963,Chicago,Chicago,Chicago
386,"4840 N Marine Dr,Chicago, IL 60640",41.970253,-87.650566,Chicago,Chicago,Chicago
387,"500 E 51st St,Chicago, IL 60615",41.8024,-87.613778,Chicago,Chicago,Chicago
388,"45 W 111th St,Chicago, IL 60628",41.692303,-87.624905,Chicago,Chicago,Chicago
389,"1500 S South Chicago Ave,Chicago, IL 60637",41.87897,-87.66063,Chicago,Chicago,Chicago
390,"7531 S Stony Island Ave,Chicago, IL 60649",41.757632,-87.58517,Chicago,Chicago,Chicago
391,"9 S Kedzie Ave,Chicago, IL 60612",41.880711,-87.705746,Chicago,Chicago,Chicago
392,"225 E Chicago Ave,Chicago, IL 60611",41.896452,-87.621783,Chicago,Chicago,Chicago
393,"820 S Damen Ave,Chicago, IL 60612",41.870776,-87.677169,Chicago,Chicago,Chicago
394,"1969 W Ogden Ave,Chicago, IL 60612",41.872806,-87.674058,Chicago,Chicago,Chicago
395,"675 N Saint Clair St 19-250,Chicago, IL 60611",41.647901,-83.537931,Chicago,Chicago,Chicago
396,"121 W North Ave,Chicago, IL 60610",41.910944,-87.632633,Chicago,Chicago,Chicago
397,"6501 S Promontory Dr,Chicago, IL 60649",41.777326,-87.571297,Chicago,Chicago,Chicago
398,"3130 N Clybourn Ave,Chicago, IL 60618",41.938306,-87.68677,Chicago,Chicago,Chicago
399,"5025 N Paulina St,Chicago, IL 60640",41.9731,-87.670811,Chicago,Chicago,Chicago
400,"11250 S Western Ave,Chicago, IL 60643",41.688324,-87.681373,Chicago,Chicago,Chicago
401,"803 Poplar St,Chicago, IL 60606",41.87897,-87.66063,Chicago,Chicago,Chicago
402,"1801 W Taylor St,Chicago, IL 60612",41.87897,-87.66063,Chicago,Chicago,Chicago
403,"1620 W Harrison St,Chicago, IL 60612",41.874668,-87.667517,Chicago,Chicago,Chicago
404,"1431 S Western Ave,Chicago, IL 60608",41.87897,-87.66063,Chicago,Chicago,Chicago
405,"1 N Franklin St,Chicago, IL 60606",41.8823,-87.634957,Chicago,Chicago,Chicago
406,"2045 W Washington Blvd,Chicago, IL 60612",41.882884,-87.678438,Chicago,Chicago,Chicago
407,"541 N Fairbanks Ct,Chicago, IL 60611",41.892208,-87.619711,Chicago,Chicago,Chicago
408,"251 E Huron St,Chicago, IL 60611",41.894572,-87.620899,Chicago,Chicago,Chicago
409,"250 E Superior St,Chicago, IL 60611",41.896267,-87.620697,Chicago,Chicago,Chicago
410,"2233 W Division St,Chicago, IL 60622",41.902508,-87.683355,Chicago,Chicago,Chicago
411,"2233 W. Division St,Chicago, IL 60622",41.902508,-87.683355,Chicago,Chicago,Chicago
412,"1044 N Francisco Ave,Chicago, IL 60622",41.900817,-87.699968,Chicago,Chicago,Chicago
413,"1431 N Claremont Ave,Chicago, IL 60622",41.907107,-87.685584,Chicago,Chicago,Chicago
414,"5656 S Maryland Ave,Chicago, IL 60637",41.792031,-87.605547,Chicago,Chicago,Chicago
415,"5721 S Maryland Ave,Chicago, IL 60637",41.790522,-87.604618,Chicago,Chicago,Chicago
416,"5815 S Maryland Ave,Chicago, IL 60637",41.789304,-87.60386,Chicago,Chicago,Chicago
417,"2035 N Lincoln Ave,Chicago, IL 60614",41.87897,-87.66063,Chicago,Chicago,Chicago
418,"5730 W Roosevelt Rd,Chicago, IL 60644",41.866361,-87.767527,Chicago,Chicago,Chicago
419,"7056 S Carpenter St,Chicago, IL 60621",41.765303,-87.650746,Chicago,Chicago,Chicago
420,"3407 W Fullerton Ave,Chicago, IL 60647",41.924486,-87.712548,Chicago,Chicago,Chicago
421,"15th W California Ter,Chicago, IL 60657",41.87897,-87.66063,Chicago,Chicago,Chicago
422,"355 N Austin Blvd,Chicago, IL 60644",41.87897,-87.66063,Chicago,Chicago,Chicago
423,"8012 S Crandon Ave,Chicago, IL 60617",41.74944,-87.569441,Chicago,Chicago,Chicago
424,"4646 N. Marine Dr., Suite A5900,Chicago, IL 60640",41.967078,-87.649611,Chicago,Chicago,Chicago
425,"4657 N Hermitage Ave,Chicago, IL 60640",41.96689,-87.672204,Chicago,Chicago,Chicago
426,"2211 N Oak Park Ave,Chicago, IL 60707",41.919958,-87.792998,Chicago,Chicago,Chicago
427,"8949 S Stony Island Ave,Chicago, IL 60617",41.731945,-87.584794,Chicago,Chicago,Chicago
428,"2739 W Foster Ave,Chicago, IL 60625",41.87897,-87.66063,Chicago,Chicago,Chicago
429,"3435 W Van Buren St,Chicago, IL 60624",41.875015,-87.712141,Chicago,Chicago,Chicago
430,"4058 W Melrose St,Chicago, IL 60641",41.940251,-87.729314,Chicago,Chicago,Chicago
431,"1401 S California Ave,Chicago, IL 60608",41.862145,-87.695141,Chicago,Chicago,Chicago
432,"850 W Irving Park Rd,Chicago, IL 60613",41.954561,-87.651927,Chicago,Chicago,Chicago
433,"2544 W Montrose Ave,Chicago, IL 60618Chicago, IL 60601",41.961547,-87.692976,Chicago,Chicago,Chicago
434,"520 N Ridgeway Ave,Chicago, IL 60624",41.890506,-87.720172,Chicago,Chicago,Chicago
435,"77 W Wacker Dr Ste 4100,Chicago, IL 60601",41.886511,-87.630536,Chicago,Chicago,Chicago
436,"5645 W Addison St,Chicago, IL 60634",41.945356,-87.767767,Chicago,Chicago,Chicago
437,"1740 W Taylor St,Chicago, IL 60612",41.869326,-87.670528,Chicago,Chicago,Chicago
438,"326 W 64th St,Chicago, IL 60621",41.778534,-87.633612,Chicago,Chicago,Chicago
439,"211 E Ontario St,Chicago, IL 60611",41.893129,-87.622115,Chicago,Chicago,Chicago
440,"6415 W Archer Ave,Chicago, IL 60638",41.792113,-87.782484,Chicago,Chicago,Chicago
441,"136 S. Delano Court West Suite B201,Chicago, IL 60605",41.87897,-87.66063,Chicago,Chicago,Chicago
442,"779 W Adams St,Chicago, IL 60661",41.87897,-87.66063,Chicago,Chicago,Chicago
443,"41 W Ida B Wells Dr Ste 200,Chicago, IL 60605",41.875374,-87.628939,Chicago,Chicago,Chicago
444,"111 N Wabash Ave Ste 1800,Chicago, IL 60602",41.883499,-87.625736,Chicago,Chicago,Chicago
445,"180 N Michigan Ave Ste 1605, Chicago, IL 60601,Chicago, IL 60603",41.885516,-87.624969,Chicago,Chicago,Chicago
446,"1701 W Superior St,Chicago, IL 60622",41.894852,-87.670057,Chicago,Chicago,Chicago
447,"106 E Oak St 3rd Fl,Chicago, IL 60611",41.901033,-87.625441,Chicago,Chicago,Chicago
448,"2418 W Division St,Chicago, IL 60622",41.90336,-87.687735,Chicago,Chicago,Chicago
449,"2750 W North Ave,Chicago, IL 60647",41.910477,-87.696722,Chicago,Chicago,Chicago
450,"1740 E 55th St,Chicago, IL 60615",41.79549,-87.582286,Chicago,Chicago,Chicago
451,"5200 W 47th St,Chicago, IL 60638",41.808535,-87.75376,Chicago,Chicago,Chicago
452,"331 W Surf St Ste 6400,Chicago, IL 60657",41.934149,-87.638664,Chicago,Chicago,Chicago
453,"2004 N Pulaski Rd,Chicago, IL 60639",41.917321,-87.726803,Chicago,Chicago,Chicago
454,"3000 N Halsted St Ste 525,Chicago, IL 60657",41.936734,-87.649813,Chicago,Chicago,Chicago
455,"2923 N California Ave Ste 300,Chicago, IL 60618",41.93454,-87.69726,Chicago,Chicago,Chicago
456,"2923 N California Ave,Chicago, IL 60618",41.93454,-87.69726,Chicago,Chicago,Chicago
457,"1645 W School St,Chicago, IL 60657",41.87897,-87.66063,Chicago,Chicago,Chicago
458,"4554 N Broadway St,Chicago, IL 60640",41.964799,-87.657452,Chicago,Chicago,Chicago
459,"2734 W 87th St,Chicago, IL 60652",41.735661,-87.691266,Chicago,Chicago,Chicago
460,"4747 N Kedzie Ave,Chicago, IL 60625",41.96805,-87.708115,Chicago,Chicago,Chicago
461,"5140 N California Ave,Chicago, IL 60625",41.975551,-87.698605,Chicago,Chicago,Chicago
462,"5145 N California Ave,Chicago, IL 60625",41.975349,-87.698629,Chicago,Chicago,Chicago
463,"5215 N California Ave 7th Fl,Chicago, IL 60625",41.976319,-87.698594,Chicago,Chicago,Chicago
464,"5725 N Broadway St,Chicago, IL 60660",41.986319,-87.659432,Chicago,Chicago,Chicago
465,"2231 E 95th St,Chicago, IL 60617",41.722252,-87.5692,Chicago,Chicago,Chicago
466,"7447 W Talcott Ave Ste 466,Chicago, IL 60631",41.98831,-87.814722,Chicago,Chicago,Chicago
467,"7447 W Talcott Ave Ste 500,Chicago, IL 60631",41.98831,-87.814722,Chicago,Chicago,Chicago
468,"500 W Madison St Ste G011,Chicago, IL 60661",41.88239,-87.640472,Chicago,Chicago,Chicago
469,"30 W Monroe St Ste 1200,Chicago, IL 60603",41.881082,-87.628583,Chicago,Chicago,Chicago
470,"219 W Chicago Ave,Chicago, IL 60654",41.89633,-87.635078,Chicago,Chicago,Chicago
471,"1520 N Damen Ave,Chicago, IL 60622",41.908968,-87.677822,Chicago,Chicago,Chicago
472,"5521 S Kedzie Ave Unit 106,Chicago, IL 60629",41.87897,-87.66063,Chicago,Chicago,Chicago
473,"3132 W North Ave,Chicago, IL 60647",41.910404,-87.705825,Chicago,Chicago,Chicago
474,"2868 N Broadway St,Chicago, IL 60657",41.934489,-87.644572,Chicago,Chicago,Chicago
475,"331 W Surf St Ste 703,Chicago, IL 60657",41.934149,-87.638664,Chicago,Chicago,Chicago
476,"3301 N Ashland Ave,Chicago, IL 60657",41.941779,-87.668325,Chicago,Chicago,Chicago
477,"4646 N Marine Dr,Chicago, IL 60640",41.967078,-87.649611,Chicago,Chicago,Chicago
478,"4900 N Avers Ave,Chicago, IL 60625",41.970234,-87.72476,Chicago,Chicago,Chicago
479,"2320 E 93rd St,Chicago, IL 60617",41.726899,-87.567386,Chicago,Chicago,Chicago
480,"1500 S Fairfield Ave,Chicago, IL 60608",41.860902,-87.694502,Chicago,Chicago,Chicago
481,"3641 E 108th St,Chicago, IL 60617",41.698991,-87.534922,Chicago,Chicago,Chicago
482,"5000 S 5th Ave,Hines, IL 60141",41.853141,-87.838806,Chicago,Chicago,Chicago
483,"520 S Maple Ave,Oak Park, IL 60304",41.878735,-87.803228,Chicago,Chicago,Chicago
484,"7734 W North Ave,Elmwood Park, IL 60707",41.92233,-87.816182,Chicago,Chicago,Chicago
485,"14 Lake St,Oak Park, IL 60302",41.888206,-87.775579,Chicago,Chicago,Chicago
486,"3 Erie Ct,Oak Park, IL 60302",41.891326,-87.776031,Chicago,Chicago,Chicago
487,"4901 W 79th St Ste 5,Burbank, IL 60459",41.748681,-87.744467,Chicago,Chicago,Chicago
488,"8311 Roosevelt Rd,Forest Park, IL 60130",41.865468,-87.828218,Chicago,Chicago,Chicago
489,"1200 S 1st Ave,Hines, IL 60141",41.862989,-87.836098,Chicago,Chicago,Chicago
490,"2800 W 95th St,Evergreen Park, IL 60805",41.721481,-87.692942,Chicago,Chicago,Chicago
