,hospital,latitude,longitude,City_x,City_y,City
491,"2850 W 95th St,Evergreen Park, IL 60805",41.721494,-87.69396,Chicago,Chicago,Chicago
492,"2160 S 1st Ave,Maywood, IL 60153",41.861092,-87.834763,Chicago,Chicago,Chicago
493,"7230 W North Ave Ste 106B,Elmwood Park, IL 60707",41.92233,-87.816182,Chicago,Chicago,Chicago
494,"3314 S Cicero Ave,Cicero, IL 60804",41.846962,-87.759287,Chicago,Chicago,Chicago
495,"412 Wesley Ave,Oak Park, IL 60302",41.881001,-87.790614,Chicago,Chicago,Chicago
496,"7786 S Cicero Ave,Burbank, IL 60459",41.751371,-87.742546,Chicago,Chicago,Chicago
497,"365 E North Ave,Northlake, IL 60164",41.906846,-87.890494,Chicago,Chicago,Chicago
498,"551 W North Ave,Melrose Park, IL 60160",41.909072,-87.840738,Chicago,Chicago,Chicago
499,"4440 W 95th St,Oak Lawn, IL 60453",41.720923,-87.732664,Chicago,Chicago,Chicago
500,"1225 W Lake St,Melrose Park, IL 60160",41.892316,-87.848486,Chicago,Chicago,Chicago
501,"675 W North Ave Ste 414,Melrose Park, IL 60160",41.910042,-87.841714,Chicago,Chicago,Chicago
502,"6810 N Mccormick Blvd,Lincolnwood, IL 60712",42.00566,-87.713392,Chicago,Chicago,Chicago
503,"831 Chicago Ridge Mall,Chicago Ridge, IL 60415",41.714866,-87.783492,Chicago,Chicago,Chicago
504,"5101 Willow Springs Rd,La Grange, IL 60525",41.796501,-87.886245,Chicago,Chicago,Chicago
505,"4440 W 95th St Ste 0201,Oak Lawn, IL 60453",41.720923,-87.732664,Chicago,Chicago,Chicago
506,"6101 W 95th St,Oak Lawn, IL 60453",41.719309,-87.773116,Chicago,Chicago,Chicago
507,"4700 Gilbert Ave Ste 51,Western Springs, IL 60558",41.803874,-87.899539,Chicago,Chicago,Chicago
508,"7100 Carpenter Rd,Skokie, IL 60077",42.009833,-87.764489,Chicago,Chicago,Chicago
509,"801 S Washington St,Naperville, IL 60540",41.761058,-88.15446,Naperville,Naperville,Naperville
510,"256 S Route 59 Ste 128,Naperville, IL 60540",41.754048,-88.149814,Naperville,Naperville,Naperville
511,"507 Fairway Dr Ste 127,Naperville, IL 60563",41.780186,-88.211207,Naperville,Naperville,Naperville
512,"535 Fairway Dr Ste 119,Naperville, IL 60563",41.780863,-88.211984,Naperville,Naperville,Naperville
513,"1936 Brookdale Rd,Naperville, IL 60563",41.79156,-88.201373,Naperville,Naperville,Naperville
514,"630 N Washington St,Naperville, IL 60563",41.782868,-88.147006,Naperville,Naperville,Naperville
515,"1003 S Washington St Ste 201,Naperville, IL 60540",41.754048,-88.149814,Naperville,Naperville,Naperville
516,"2940 Rollingridge Rd Ste 102,Naperville, IL 60564",41.698478,-88.206822,Naperville,Naperville,Naperville
517,"2568 Midland Dr,Naperville, IL 60564",41.716276,-88.173514,Naperville,Naperville,Naperville
518,"1811 Freedom Dr Ste 117,Naperville, IL 60563",41.803591,-88.127535,Naperville,Naperville,Naperville
519,"2000 Ogden Ave,Aurora, IL 60504",41.729554,-88.269429,Naperville,Naperville,Naperville
520,"500 Remington Blvd,Bolingbrook, IL 60440",41.680956,-88.084052,Naperville,Naperville,Naperville
521,"3060 Ogden Ave Ste 100,Lisle, IL 60532",41.796745,-88.111813,Naperville,Naperville,Naperville
522,"2601 Navistar Dr,Lisle, IL 60532",41.811044,-88.107732,Naperville,Naperville,Naperville
523,"27 W 350 High Lake Rd,Winfield, IL 60190",41.869696,-88.154702,Naperville,Naperville,Naperville
524,"25 N Winfield Rd,Winfield, IL 60190",41.872906,-88.156912,Naperville,Naperville,Naperville
525,"25 Winfield Rd,Winfield, IL 60190",41.872906,-88.156912,Naperville,Naperville,Naperville
526,"0N025 Winfield Rd,Winfield, IL 60190",41.87368,-88.154951,Naperville,Naperville,Naperville
527,"Patient Relations 25 N Winfield Rd,Winfield, IL 60190",41.872906,-88.156912,Naperville,Naperville,Naperville
528,"1325 N Highland Ave,Aurora, IL 60506",41.786558,-88.324658,Naperville,Naperville,Naperville
529,"26W171 Roosevelt Rd,Wheaton, IL 60187",41.855207,-88.134912,Naperville,Naperville,Naperville
530,"1751 S Naperville Rd Ste 207,Wheaton, IL 60189",41.838999,-88.098474,Naperville,Naperville,Naperville
531,"24600 W 127th St,Plainfield, IL 60585",41.652996,-88.219717,Naperville,Naperville,Naperville
532,"300 Randall Rd,Geneva, IL 60134",41.886149,-88.344062,Naperville,Naperville,Naperville
533,"3075 Highland Pkwy,Downers Grove, IL 60515",41.832645,-88.005312,Naperville,Naperville,Naperville
534,"665 W North Ave Ste 500,Lombard, IL 60148",41.902386,-88.035159,Naperville,Naperville,Naperville
535,"750 Pasquinelli Dr Ste 216,Westmont, IL 60559",41.782741,-87.975876,Naperville,Naperville,Naperville
536,"980 Plainfield Rd,Willowbrook, IL 60527",41.775098,-87.952613,Naperville,Naperville,Naperville
537,"16615 S Route 59,Plainfield, IL 60586",41.581109,-88.199965,Naperville,Naperville,Naperville
538,"120 N Oak St,Hinsdale, IL 60521",41.805837,-87.918912,Naperville,Naperville,Naperville
539,"442 Williamsburg Ave,Geneva, IL 60134",41.892796,-88.328157,Naperville,Naperville,Naperville
540,"2210 Dean St,Saint Charles, IL 60175",41.91988,-88.340678,Naperville,Naperville,Naperville
541,"5601 S County Line Rd,Hinsdale, IL 60521",41.786139,-87.915435,Naperville,Naperville,Naperville
542,"40 75th St,Willowbrook, IL 60527",41.775098,-87.952613,Naperville,Naperville,Naperville
543,"701 Winthrop Ave,Glendale Heights, IL 60139",41.91514,-88.057414,Naperville,Naperville,Naperville
544,"1S210 Summit Ave,Oakbrook Terrace, IL 60181",41.856661,-87.973614,Naperville,Naperville,Naperville
545,"2820 S Highland Ave Ste C,Lombard, IL 60148",41.836283,-88.012885,Naperville,Naperville,Naperville
546,"337 W Ogden Ave,Westmont, IL 60559",41.782741,-87.975876,Naperville,Naperville,Naperville
547,"1010 Executive Dr Ste 250,Westmont, IL 60559",41.782741,-87.975876,Naperville,Naperville,Naperville
548,"1S443 Summit Ave Ste 201,Oakbrook Terrace, IL 60181",41.852601,-87.972036,Naperville,Naperville,Naperville
549,"700 Pasquinelli Dr,Westmont, IL 60559",41.813262,-87.951584,Naperville,Naperville,Naperville
550,"220 Springfield Dr,Bloomingdale, IL 60108",41.945083,-88.111981,Naperville,Naperville,Naperville
551,"550 W Ogden Ave,Hinsdale, IL 60521",41.801212,-87.927722,Naperville,Naperville,Naperville
552,"1 S. 365 Summit Avenue,Oakbrook Terrace, IL 60181",41.850775,-87.963554,Naperville,Naperville,Naperville
553,"1100 Jorie Blvd Ste 318,Oak Brook, IL 60523",41.844104,-87.946119,Naperville,Naperville,Naperville
554,"1900 Army Trail Rd,Hanover Park, IL 60133",41.941327,-88.153164,Naperville,Naperville,Naperville
555,"1308 Game Farm Rd,Yorkville, IL 60560",41.658134,-88.449881,Naperville,Naperville,Naperville
556,"17W745 Butterfield Rd Ste 300,Oakbrook Terrace, IL 60181",41.850775,-87.963554,Naperville,Naperville,Naperville
557,"780 S Weber Rd,Romeoville, IL 60446",41.656289,-88.081319,Naperville,Naperville,Naperville
558,"155 E Brush Hill Rd,Elmhurst, IL 60126",41.864051,-87.934364,Naperville,Naperville,Naperville
559,"2000 McDonald Rd Ste 100,South Elgin, IL 60177",41.985693,-88.345338,Elgin,Elgin,Elgin
560,"14922 S Arboretum Dr,Homer Glen, IL 60491",41.617114,-87.952007,Naperville,Naperville,Naperville
561,"1400 E Irving Park Rd,Streamwood, IL 60107",42.018721,-88.171838,Naperville,Naperville,Naperville
562,"1200 S York St Ste 4110,Elmhurst, IL 60126",41.899671,-87.942771,Naperville,Naperville,Naperville
563,"951 Essington Rd,Joliet, IL 60435",41.539,-88.161249,Naperville,Naperville,Naperville
564,"2000 Mcdonald Rd,South Elgin, IL 60177",41.985693,-88.345338,Elgin,Elgin,Elgin
565,"12220 Will Cook Rd,Palos Park, IL 60464",41.667084,-87.915047,Naperville,Naperville,Naperville
566,"12251 S 80th Ave,Palos Heights, IL 60463",41.669158,-87.813466,Naperville,Naperville,Naperville
567,"1095 Pingree Rd,Crystal Lake, IL 60014",42.230376,-88.329346,Naperville,Naperville,Naperville
568,"77 N Airlite St,Elgin, IL 60123",42.035605,-88.326809,Elgin,Elgin,Elgin
569,"1845 Grandstand Pl,Elgin, IL 60123",42.033598,-88.322881,Elgin,Elgin,Elgin
570,"810 S Mclean Blvd,Elgin, IL 60123",42.013014,-88.315643,Elgin,Elgin,Elgin
571,"1425 N Randall Rd,Elgin, IL 60123",42.069972,-88.330503,Elgin,Elgin,Elgin
572,"2000 McDonald Rd Ste 100,South Elgin, IL 60177",41.985693,-88.345338,Elgin,Elgin,Elgin
573,"2000 Mcdonald Rd,South Elgin, IL 60177",41.985693,-88.345338,Elgin,Elgin,Elgin
574,"1400 E Irving Park Rd,Streamwood, IL 60107",42.018721,-88.171838,Elgin,Elgin,Elgin
575,"2210 Dean St,Saint Charles, IL 60175",41.91988,-88.340678,Elgin,Elgin,Elgin
576,"888 E Main St,East Dundee, IL 60118",42.097228,-88.247276,Elgin,Elgin,Elgin
577,"1800 Mcdonough Rd Ste 210,Hoffman Estates, IL 60192",42.063358,-88.128893,Elgin,Elgin,Elgin
578,"2152 Randall Rd,Carpentersville, IL 60110",42.115691,-88.288824,Elgin,Elgin,Elgin
579,"300 Randall Rd,Geneva, IL 60134",41.886149,-88.344062,Elgin,Elgin,Elgin
580,"1555 Barrington Rd,Hoffman Estates, IL 60169",42.052338,-88.141381,Elgin,Elgin,Elgin
581,"1650 Moon Lake Blvd,Hoffman Estates, IL 60169",42.054126,-88.137349,Elgin,Elgin,Elgin
582,"442 Williamsburg Ave,Geneva, IL 60134",41.892796,-88.328157,Elgin,Elgin,Elgin
583,"1585 Barrington Rd Ste 501,Hoffman Estates, IL 60169",42.054245,-88.141225,Elgin,Elgin,Elgin
584,"13 Leanda Ct,South Barrington, IL 60010",42.104285,-88.165737,Elgin,Elgin,Elgin
585,"10400 Haligus Rd,Huntley, IL 60142",42.178422,-88.399955,Elgin,Elgin,Elgin
586,"361 W Golf Rd,Schaumburg, IL 60195",42.047878,-88.088686,Elgin,Elgin,Elgin
587,"2550 W Algonquin Rd,Lake In The Hills, IL 60156",42.176626,-88.338802,Elgin,Elgin,Elgin
588,"600 S Randall Rd,Algonquin, IL 60102",42.167744,-88.336317,Elgin,Elgin,Elgin
589,"1340 Ryan Pkwy,Algonquin, IL 60102",42.160974,-88.271422,Chicago,Chicago,Chicago
590,"2214 Huntington Dr N,Algonquin, IL 60102",42.168946,-88.332615,Chicago,Chicago,Chicago
591,"1900 Army Trail Rd,Hanover Park, IL 60133",41.941327,-88.153164,Elgin,Elgin,Elgin
592,"2719 W Algonquin Rd,Algonquin, IL 60102",42.175168,-88.340424,Elgin,Elgin,Elgin
593,"220 Springfield Dr,Bloomingdale, IL 60108",41.945083,-88.111981,Elgin,Elgin,Elgin
594,"1095 Pingree Rd,Crystal Lake, IL 60014",42.230376,-88.329346,Elgin,Elgin,Elgin
595,"450 W Il Route 22,Barrington, IL 60010",42.195713,-88.173307,Elgin,Elgin,Elgin
596,"27 W 350 High Lake Rd,Winfield, IL 60190",41.869696,-88.154702,Elgin,Elgin,Elgin
597,"423 E Dundee Rd,Palatine, IL 60074",42.137769,-88.032544,Elgin,Elgin,Elgin
598,"200 Fox Glen Ct,Barrington, IL 60010",42.193381,-88.199011,Elgin,Elgin,Elgin
599,"0N025 Winfield Rd,Winfield, IL 60190",41.87368,-88.154951,Elgin,Elgin,Elgin
600,"25 Winfield Rd,Winfield, IL 60190",41.872906,-88.156912,Elgin,Elgin,Elgin
601,"25 N Winfield Rd,Winfield, IL 60190",41.872906,-88.156912,Elgin,Elgin,Elgin
602,"Patient Relations 25 N Winfield Rd,Winfield, IL 60190",41.872906,-88.156912,Elgin,Elgin,Elgin
603,"235 S Rand Rd,Lake Zurich, IL 60047",42.192864,-88.109667,Elgin,Elgin,Elgin
604,"665 W North Ave Ste 500,Lombard, IL 60148",41.902386,-88.035159,Chicago,Chicago,Chicago
605,"935 Beisner Rd,Elk Grove Village, IL 60007",42.00242,-88.017384,Elgin,Elgin,Elgin
606,"26W171 Roosevelt Rd,Wheaton, IL 60187",41.855207,-88.134912,Elgin,Elgin,Elgin
607,"800 Biesterfield Rd,Elk Grove Village, IL 60007",42.004696,-88.016806,Elgin,Elgin,Elgin
608,"701 Winthrop Ave,Glendale Heights, IL 60139",41.91514,-88.057414,Elgin,Elgin,Elgin
609,"1375 E Woodfield Rd Ste 120,Schaumburg, IL 60173",42.017191,-88.079533,Elgin,Elgin,Elgin
610,"1009 Il Route 22,Fox River Grove, IL 60021",42.19429,-88.220564,Elgin,Elgin,Elgin
611,"300 Fox Glen Ct,Barrington, IL 60010",42.193297,-88.198724,Elgin,Elgin,Elgin
612,"1033 E Woodfield Rd,Schaumburg, IL 60173",42.017191,-88.079533,Elgin,Elgin,Elgin
613,"27401 W Il Route 22,Barrington, IL 60010",42.19139,-88.167901,Elgin,Elgin,Elgin
614,"27401 W Il Route 22 Ste 125,Barrington, IL 60010",42.19139,-88.167901,Elgin,Elgin,Elgin
615,"815 Cog Cir Ste 1,Crystal Lake, IL 60014",42.226574,-88.290438,Elgin,Elgin,Elgin
616,"1750 E Golf Rd Ste 100,Schaumburg, IL 60173",42.052633,-88.035408,Elgin,Elgin,Elgin
617,"1700 W Central Rd Ste 100,Arlington Heights, IL 60005",42.067044,-88.00347,Elgin,Elgin,Elgin
618,"21481 N Rand Rd,Kildeer, IL 60047",42.175173,-88.07287,Elgin,Elgin,Elgin
619,"1300 Central Road,Arlington Heights, IL 60005",42.066813,-87.966832,Chicago,Chicago,Chicago
620,"1751 S Naperville Rd Ste 207,Wheaton, IL 60189",41.838999,-88.098474,Naperville,Naperville,Naperville
621,"3040 W Salt Creek Ln,Arlington Heights, IL 60005",42.091087,-88.019028,Elgin,Elgin,Elgin
622,"880 W Central Rd Ste 4700,Arlington Heights, IL 60005",42.091903,-87.98533,Elgin,Elgin,Elgin
623,"3707 Doty Rd Ste C,Woodstock, IL 60098",42.276733,-88.402786,Elgin,Elgin,Elgin
624,"3436 N Kennicott Ave,Arlington Heights, IL 60004",42.137901,-87.996803,Elgin,Elgin,Elgin
625,"1936 Brookdale Rd,Naperville, IL 60563",41.79156,-88.201373,Naperville,Naperville,Naperville
626,"1441 N Beckley Ave,Dallas, TX 75203",32.761459,-96.824654,Dallas,Dallas,Dallas
627,"9032 Harry Hines Blvd,Dallas, TX 75235",32.841192,-96.868419,Dallas,Dallas,Dallas
628,"2222 Welborn St,Dallas, TX 75219",32.801694,-96.815407,Dallas,Dallas,Dallas
629,"7502 Greenville Ave,Dallas, TX 75231",32.883727,-96.758308,Dallas,Dallas,Dallas
630,"9440 Poppy Dr,Dallas, TX 75218",32.834412,-96.70501,Dallas,Dallas,Dallas
631,"4600 Samuell Blvd,Dallas, TX 75228",32.792479,-96.716546,Dallas,Dallas,Dallas
632,"1950 Record Crossing Rd,Dallas, TX 75235",32.817304,-96.848895,Dallas,Dallas,Dallas
633,"7808 Clodus Fields Dr,Dallas, TX 75251",32.912841,-96.771718,Dallas,Dallas,Dallas
634,"3500 Gaston Avenue Floors 3 &amp; 4 Jonsson Hospital,Dallas, TX 75246",32.790245,-96.78009,Dallas,Dallas,Dallas
635,"1935 Medical District Dr,Dallas, TX 75235",32.808881,-96.837021,Dallas,Dallas,Dallas
636,"621 N Hall St,Dallas, TX 75226",32.788231,-96.781102,Dallas,Dallas,Dallas
637,"3500 Gaston Ave,Dallas, TX 75246",32.790245,-96.78009,Dallas,Dallas,Dallas
638,"1340 Empire Central Dr,Dallas, TX 75247",32.736212,-96.784359,Dallas,Dallas,Dallas
639,"2200 Ross Ave,Dallas, TX 75201",32.788798,-96.797623,Dallas,Dallas,Dallas
640,"3410 Worth St Ste 235,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
641,"3410 Worth St Ste 250,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
642,"3417 Gaston Ave Ste 980,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
643,"3417 Gaston Ave Ste 910,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
644,"3409 Worth St Ste 300,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
645,"909 N Washington Ave,Dallas, TX 75246",32.791598,-96.780347,Dallas,Dallas,Dallas
646,"411 N Washington Ave Ste 5000,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
647,"3600 Gaston Ave Suites 550 &amp; 556,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
648,"2350 Stemmons Freeway,Dallas, TX 75207",32.806779,-96.837271,Dallas,Dallas,Dallas
649,"5060 Southwestern Medical Ave,Dallas, TX 75235",32.736212,-96.784359,Dallas,Dallas,Dallas
650,"1070 N Westmoreland Rd,Dallas, TX 75211",32.756517,-96.873059,Dallas,Dallas,Dallas
651,"8100 Lomo Alto Dr,Dallas, TX 75225",32.861312,-96.811184,Dallas,Dallas,Dallas
652,"6805 W Northwest Hwy,Dallas, TX 75225",32.865992,-96.788239,Dallas,Dallas,Dallas
653,"4500 S Lancaster Rd,Dallas, TX 75216",32.694918,-96.78851,Dallas,Dallas,Dallas
654,"5060 Southwestern Medical Ave - Bright Building,Dallas, TX 75235",32.808353,-96.837167,Dallas,Dallas,Dallas
655,"5060 Southwestern Medical Ave - Bright Building Suite E1100,Dallas, TX 75235",32.808353,-96.837167,Dallas,Dallas,Dallas
656,"1341 W Mockingbird Ln Ste 1200E,Dallas, TX 75247",32.736212,-96.784359,Dallas,Dallas,Dallas
657,"1341 W Mockingbird Ln Ste 240W,Dallas, TX 75247",32.736212,-96.784359,Dallas,Dallas,Dallas
658,"8160 Walnut Hill Ln Ste 106,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
659,"3410 Worth St,Dallas, TX 75246",32.787284,-96.778962,Dallas,Dallas,Dallas
660,"3417 Gaston Ave Ste 700,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
661,"3417 Gaston Ave Ste 1000,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
662,"3900 Junius St Ste 705,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
663,"3600 Gaston Ave Wadley Tower  Ste 1158,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
664,"2835 Al Lipscomb Way,Dallas, TX 75215",32.772768,-96.770832,Dallas,Dallas,Dallas
665,"4100 Harry Hines Blvd Ste 375,Dallas, TX 75219",32.736212,-96.784359,Dallas,Dallas,Dallas
666,"1600 Pennsylvania Ave,Dallas, TX 75215",32.758982,-96.775006,Dallas,Dallas,Dallas
667,"6301 Gaston Ave Ste 300,Dallas, TX 75214",32.736212,-96.784359,Dallas,Dallas,Dallas
668,"4500 Spring Ave,Dallas, TX 75210",32.774454,-96.742423,Dallas,Dallas,Dallas
669,"2409 Alco Ave,Dallas, TX 75211",32.747326,-96.857254,Dallas,Dallas,Dallas
670,"7331 Gaston Ave Ste 180,Dallas, TX 75214",32.812108,-96.729716,Dallas,Dallas,Dallas
671,"6350 E Mockingbird Ln,Dallas, TX 75214",32.836252,-96.753295,Dallas,Dallas,Dallas
672,"5301 W Lovers Ln Ste 109,Dallas, TX 75209",32.736212,-96.784359,Dallas,Dallas,Dallas
673,"5800 E Lovers Ln,Dallas, TX 75206",32.85062,-96.767183,Dallas,Dallas,Dallas
674,"8215 Westchester Dr Ste 320,Dallas, TX 75225",32.862862,-96.807139,Dallas,Dallas,Dallas
675,"8215 Westchester Dr Ste 221,Dallas, TX 75225",32.862862,-96.807139,Dallas,Dallas,Dallas
676,"11411 E Nw Hwy Suite 120,Dallas, TX 75218",32.736212,-96.784359,Dallas,Dallas,Dallas
677,"9101 N Central Expy Ste 550,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
678,"9101 N Central Expy Ste 300,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
679,"8333 Park Ln,Dallas, TX 75231",32.871776,-96.761897,Dallas,Dallas,Dallas
680,"1111 W Ledbetter Dr Ste 800,Dallas, TX 75224",32.736212,-96.784359,Dallas,Dallas,Dallas
681,"9429 El Centro Dr 100,Dallas, TX 75220",32.736212,-96.784359,Dallas,Dallas,Dallas
682,"8440 Walnut Hill Ln Ste 300,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
683,"10759 Preston Rd Ste 200,Dallas, TX 75230",32.736212,-96.784359,Dallas,Dallas,Dallas
684,"10405 E Northwest Hwy,Dallas, TX 75238",32.864722,-96.706674,Dallas,Dallas,Dallas
685,"2330 Gus Thomasson Rd,Dallas, TX 75228",32.736212,-96.784359,Dallas,Dallas,Dallas
686,"7777 Forest Ln Ste A341,Dallas, TX 75230",32.910714,-96.773017,Dallas,Dallas,Dallas
687,"7777 Forest Ln Bldg D,Dallas, TX 75230",32.910714,-96.773017,Dallas,Dallas,Dallas
688,"11882 Greenville Ave Ste B100,Dallas, TX 75243",32.736212,-96.784359,Dallas,Dallas,Dallas
689,"3128 Forest Ln Ste 320,Dallas, TX 75234",32.736212,-96.784359,Dallas,Dallas,Dallas
690,"7989 W Virginia Dr,Dallas, TX 75237",32.649187,-96.876323,Dallas,Dallas,Dallas
691,"621 N Hall St Ste H030,Dallas, TX 75226",32.788231,-96.781102,Dallas,Dallas,Dallas
692,"621 N Hall St Ste 500,Dallas, TX 75226",32.788231,-96.781102,Dallas,Dallas,Dallas
693,"621 N Hall St Ste 120,Dallas, TX 75226",32.788231,-96.781102,Dallas,Dallas,Dallas
694,"3600 Gaston Ave Ste 1158,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
695,"3600 Gaston Ave Ste 502,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
696,"3600 Gaston Ave Ste 210,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
697,"3410 Worth St Ste 770,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
698,"3410 Worth St Ste 760,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
699,"3410 Worth St Ste 950,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
700,"3417 Gaston Ave Ste 920,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
701,"3417 Gaston Ave Ste 935,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
702,"3409 Worth St Ste 600,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
703,"3900 Junius St Ste 740,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
704,"3900 Junius St Ste 500,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
705,"3410 Worth St Sammons Cancer Center  Ste 820,Dallas, TX 75246",32.78821,-96.77879,Dallas,Dallas,Dallas
706,"3600 Gaston Ave Barnett Tower  Ste 1109,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
707,"3600 Gaston Ave Wadley Tower Ste 751,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
708,"3600 Gaston Ave Wadley Tower  Ste 1055,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
709,"411 N Washington Ave Baylor Tom Landry Center  Ste 3000,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
710,"3600 Gaston Ave Barnett Tower  Ste 404,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
711,"3600 Gaston Ave Barnett Tower  Ste 210,Dallas, TX 75246",32.736212,-96.784359,Dallas,Dallas,Dallas
712,"4501 Swiss Ave,Dallas, TX 75204",32.798183,-96.774885,Dallas,Dallas,Dallas
713,"4600 Ross Ave,Dallas, TX 75204",32.803956,-96.777926,Dallas,Dallas,Dallas
714,"809 Singleton Blvd,Dallas, TX 75212",32.778895,-96.836438,Dallas,Dallas,Dallas
715,"1935 Motor St,Dallas, TX 75235",32.736212,-96.784359,Dallas,Dallas,Dallas
716,"5200 Harry Hines Blvd,Dallas, TX 75235",32.812412,-96.834594,Dallas,Dallas,Dallas
717,"5323 Harry Hines Blvd,Dallas, TX 75390",32.812535,-96.843113,Dallas,Dallas,Dallas
718,"9101 N Central Expy Ste 400,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
719,"9101 N Central Expy Ste 300C,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
720,"9101 N Central Expy Ste 450,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
721,"Ann Arbor St,Dallas, TX 75216",32.736212,-96.784359,Dallas,Dallas,Dallas
722,"7150 Greenville Ave Ste 310,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
723,"5721 Phoenix Dr,Dallas, TX 75231",32.736212,-96.784359,Dallas,Dallas,Dallas
724,"8160 Walnut Hill Ln,Dallas, TX 75231",32.880008,-96.762755,Dallas,Dallas,Dallas
725,"8220 Walnut Hill Ln,Dallas, TX 75231",32.882537,-96.761045,Dallas,Dallas,Dallas
726,"7800 Oakmont Blvd,Fort Worth, TX 76132",32.666202,-97.42402,Fort Worth,Fort Worth,Fort Worth
727,"815 8th Ave,Fort Worth, TX 76104",32.735797,-97.342397,Fort Worth,Fort Worth,Fort Worth
728,"5917 Shelton St,Fort Worth, TX 76112",32.748234,-97.230999,Fort Worth,Fort Worth,Fort Worth
729,"1301 Pennsylvania Ave,Fort Worth, TX 76104",32.737789,-97.338976,Fort Worth,Fort Worth,Fort Worth
730,"1400 8th Ave,Fort Worth, TX 76104",32.729601,-97.346399,Fort Worth,Fort Worth,Fort Worth
731,"1800 Park Place Ave,Fort Worth, TX 76110",32.72707,-97.346856,Fort Worth,Fort Worth,Fort Worth
732,"1500 Cooper St 2nd Fl,Fort Worth, TX 76104",32.736941,-97.341448,Fort Worth,Fort Worth,Fort Worth
733,"1500 Cooper St 5th Fl,Fort Worth, TX 76104",32.736941,-97.341448,Fort Worth,Fort Worth,Fort Worth
734,"801 7th Ave,Fort Worth, TX 76104",32.736941,-97.341448,Fort Worth,Fort Worth,Fort Worth
735,"1521 Cooper St,Fort Worth, TX 76104",32.736229,-97.342647,Fort Worth,Fort Worth,Fort Worth
736,"6210 John Ryan Dr Ste 104,Fort Worth, TX 76132",32.660418,-97.421801,Fort Worth,Fort Worth,Fort Worth
737,"1500 S Main St,Fort Worth, TX 76104",32.727062,-97.328124,Fort Worth,Fort Worth,Fort Worth
738,"1250 8th Ave Ste 650,Fort Worth, TX 76104",32.729662,-97.345582,Fort Worth,Fort Worth,Fort Worth
739,"5400 Clearfork Main St,Fort Worth, TX 76109",32.707503,-97.402173,Fort Worth,Fort Worth,Fort Worth
740,"6200 Overton Ridge Blvd,Fort Worth, TX 76132",32.680098,-97.419294,Fort Worth,Fort Worth,Fort Worth
741,"7445 Oakmont Blvd,Fort Worth, TX 76132",32.729442,-97.33181,Fort Worth,Fort Worth,Fort Worth
742,"10864 Texas Health Trl,Fort Worth, TX 76244",32.930961,-97.308879,Fort Worth,Fort Worth,Fort Worth
743,"1575 S Main St,Fort Worth, TX 76104",32.729442,-97.33181,Fort Worth,Fort Worth,Fort Worth
744,"910 5th Ave,Fort Worth, TX 76104",32.729442,-97.33181,Fort Worth,Fort Worth,Fort Worth
745,"1250 8th Ave Ste 200,Fort Worth, TX 76104",32.729662,-97.345582,Fort Worth,Fort Worth,Fort Worth
