,Address,Housing Price,City,Longitude,Latitude,SQ Ft
3150,"1012 Bannack Dr, Arlington, TX 76001",383900,ArlingtonTX,32.617756,-97.127543,2824.0
3151,"5607 Lasso Rd, Arlington, TX 76017",365500,ArlingtonTX,32.6557,-97.185064,1800.0
3152,"1907 Scarlett Ct, Arlington, TX 76012",465000,ArlingtonTX,32.765521,-97.117099,2745.0
3153,"931 Medina Dr, Arlington, TX 76017",318000,ArlingtonTX,32.654301,-97.123361,1868.0
3154,"5619 Waterview Dr, Arlington, TX 76016",330000,ArlingtonTX,32.69743,-97.192547,1755.0
3155,"4000 Three Oaks Dr, Arlington, TX 76016",349999,ArlingtonTX,32.695945,-97.170454,2549.0
3156,"4112 Willow Springs Dr, Arlington, TX 76001",308000,ArlingtonTX,32.639411,-97.173107,1550.0
3157,"1019 Danforth Ct, Arlington, TX 76017",299900,ArlingtonTX,32.649437,-97.126746,1436.0
3158,"512 Sussex Dr, Arlington, TX 76014",275000,ArlingtonTX,32.698439,-97.103451,1501.0
3159,"720 Mcadoo Dr, Arlington, TX 76002",574990,ArlingtonTX,32.627905,-97.098762,3069.0
3160,"2508 Plaza St, Arlington, TX 76010",365000,ArlingtonTX,32.7272,-97.064507,1574.0
3161,"6305 Kelly Elliott Rd, Arlington, TX 76001",335000,ArlingtonTX,32.641922,-97.175618,1798.0
3162,"3722 Plum Vista Pl, Arlington, TX 76005",784999,ArlingtonTX,32.795091,-97.088091,3360.0
3163,"3811 Yachtclub Dr, Arlington, TX 76016",440000,ArlingtonTX,32.68684,-97.210156,2833.0
3164,"8205 San Jose St, Arlington, TX 76002",375000,ArlingtonTX,32.611498,-97.095108,2327.0
3165,"224 Faircrest Dr, Arlington, TX 76018",289000,ArlingtonTX,32.647945,-97.112446,1536.0
3166,"5219 Boyd Trl, Arlington, TX 76017",389000,ArlingtonTX,32.661229,-97.158401,2122.0
3167,"1640 Connally Ter, Arlington, TX 76010",269900,ArlingtonTX,32.716792,-97.097219,1368.0
3168,"2225 Chapel Downs Dr, Arlington, TX 76017",324900,ArlingtonTX,32.64987,-97.143503,2286.0
3169,"805 Ponselle Dr, Arlington, TX 76001",283000,ArlingtonTX,32.63064,-97.120009,1156.0
3170,"1430 Rose Willow Way, Arlington, TX 76005",458578,ArlingtonTX,32.801628,-97.081108,1510.0
3171,"7211 Fallen Crest Ln, Arlington, TX 76001",409999,ArlingtonTX,32.628825,-97.155503,1788.0
3172,"6600 Greenspring Dr, Arlington, TX 76016",309000,ArlingtonTX,32.675532,-97.212591,1901.0
3173,"1432 Rose Willow Way, Arlington, TX 76005",476990,ArlingtonTX,32.801647,-97.080956,1841.0
3174,"4514 Smokey Quartz Ln, Arlington, TX 76005",458012,ArlingtonTX,32.801301,-97.080345,1845.0
3175,"5109 Landover Hills Ln, Arlington, TX 76017",1750000,ArlingtonTX,32.662731,-97.213672,7048.0
3176,"5603 Misty Crest Dr, Arlington, TX 76017",319500,ArlingtonTX,32.656181,-97.171339,2002.0
3177,"4706 Chapel Springs Ct, Arlington, TX 76017",424900,ArlingtonTX,32.67066,-97.187327,2805.0
3178,"2101 Woodhaven Dr, Arlington, TX 76010",364900,ArlingtonTX,32.709649,-97.107726,2525.0
3179,"3401 Durango Ln, Arlington, TX 76014",299900,ArlingtonTX,32.691304,-97.10323,1245.0
3180,"4827 Ashworth Ct, Arlington, TX 76017",334999,ArlingtonTX,32.668928,-97.200401,1741.0
3181,"2827 Blackwood Dr, Arlington, TX 76013",324594,ArlingtonTX,32.728806,-97.155157,1537.0
3182,"1203 Viridian Park Ln, Arlington, TX 76005",1590000,ArlingtonTX,32.79445,-97.087716,5015.0
3183,"4506 Fox Rio Trl, Arlington, TX 76017",398000,ArlingtonTX,32.672905,-97.152192,2282.0
3184,"507 Echols St, Arlington, TX 76011",375000,ArlingtonTX,32.741536,-97.11203,1735.0
3185,"6517 Blackberry Dr, Arlington, TX 76016",378500,ArlingtonTX,32.676781,-97.212068,2131.0
3186,"2017 Ravinia Dr, Arlington, TX 76012",319000,ArlingtonTX,32.74952,-97.142624,1597.0
3187,"2315 Woodsong Trl, Arlington, TX 76016",595500,ArlingtonTX,32.708395,-97.199386,3040.0
3188,"2310 Clareton Dr, Arlington, TX 76018",299000,ArlingtonTX,32.66326,-97.069163,1728.0
3189,"1110 Bonanza Ct, Arlington, TX 76001",350000,ArlingtonTX,32.611621,-97.131782,3999.0
3190,"2003 Cheryl Ln, Arlington, TX 76013",374900,ArlingtonTX,32.711537,-97.13523,1822.0
3191,"3507 Palomino Dr, Arlington, TX 76017",299000,ArlingtonTX,32.672734,-97.163773,1662.0
3192,"1700 Coronado St, Arlington, TX 76014",292000,ArlingtonTX,32.699139,-97.084648,1504.0
3193,"3604 Ravenhill Ln, Arlington, TX 76016",354000,ArlingtonTX,32.679479,-97.163947,2292.0
3194,"2310 Charred Wood Dr, Arlington, TX 76016",233900,ArlingtonTX,32.707071,-97.193276,1192.0
3195,"4219 Annies Ln, Arlington, TX 76016",287000,ArlingtonTX,32.676097,-97.153617,1442.0
3196,"5601 Blue Meadow Trl, Arlington, TX 76017",1550000,ArlingtonTX,32.650715,-97.195405,3748.0
3197,"1017 Ridgewood Ter, Arlington, TX 76012",345000,ArlingtonTX,32.749639,-97.126522,2615.0
3198,"2300 Bamboo Dr, Apt N211, Arlington, TX 76006",174900,ArlingtonTX,32.772961,-97.067925,894.0
3199,"2301 Basil Dr, Apt F308, Arlington, TX 76006",114896,ArlingtonTX,32.772961,-97.067925,423.0
3200,"3907 Woodbury Ct, Arlington, TX 76017",347000,ArlingtonTX,32.651385,-97.1708,2632.0
3201,"223 Flushing Quail Dr, Arlington, TX 76002",350000,ArlingtonTX,32.627303,-97.111595,3944.0
3202,"1012 Stephie Ann Ct, Arlington, TX 76002",379000,ArlingtonTX,32.619011,-97.092485,1680.0
3203,"524 Zachum Dr, Arlington, TX 76002",410000,ArlingtonTX,32.60465,-97.09683,3142.0
3204,"5632 Colebrook Trl, Arlington, TX 76017",285000,ArlingtonTX,32.653248,-97.19524,1318.0
3205,"1008 Brenner Ct, Arlington, TX 76017",260000,ArlingtonTX,32.64874,-97.127308,1906.0
3206,"2814 Shenandoah Dr, Arlington, TX 76014",285000,ArlingtonTX,32.697266,-97.097274,2045.0
3207,"806 Carrington Dr, Arlington, TX 76001",319000,ArlingtonTX,32.634314,-97.119716,1986.0
3208,"6406 Mountain Lake Ct, Arlington, TX 76016",665000,ArlingtonTX,32.688581,-97.209301,2668.0
3209,"1008 Silent Dr, Arlington, TX 76017",289999,ArlingtonTX,32.658701,-97.126506,1819.0
3210,"6419 Saddle Ridge Rd, Arlington, TX 76016",550000,ArlingtonTX,32.686351,-97.209409,2927.0
3211,"2009 Easy St, Arlington, TX 76013",245000,ArlingtonTX,32.725135,-97.139287,1236.0
3212,"4509 Sapphire Falls Way, Arlington, TX 76005",680000,ArlingtonTX,32.809678,-97.080264,2736.0
3213,"830 Sansome Dr, Arlington, TX 76018",385000,ArlingtonTX,32.651734,-97.097712,2442.0
3214,"3912 Plum Vista Pl, Arlington, TX 76005",645000,ArlingtonTX,32.79642,-97.090753,3074.0
3215,"2025 Monaco Dr, Arlington, TX 76010",325000,ArlingtonTX,32.720239,-97.074825,2452.0
3216,"1209 Boardwalk St, Arlington, TX 76011",348000,ArlingtonTX,32.769938,-97.093624,2033.0
3217,"1205 White Squall Trl, Arlington, TX 76005",778888,ArlingtonTX,32.806428,-97.085088,2830.0
3218,"2334 Snowdon Dr, Arlington, TX 76018",399900,ArlingtonTX,32.649563,-97.066722,2504.0
3219,"2314 Summer Place Dr, Arlington, TX 76014",209999,ArlingtonTX,32.705167,-97.071364,1234.0
3220,"705 Cottle Dr, Arlington, TX 76002",452765,ArlingtonTX,32.624685,-97.097719,1813.0
3221,"1241 Blue Lake Blvd, Arlington, TX 76005",1150000,ArlingtonTX,32.797104,-97.084436,4207.0
3222,"9303 Marble Falls Dr, Arlington, TX 76002",495777,ArlingtonTX,32.595748,-97.081767,3656.0
3223,"407 Kalmia Dr, Arlington, TX 76018",275000,ArlingtonTX,32.661544,-97.106321,1300.0
3224,"2401 Summer Ct, Arlington, TX 76001",599000,ArlingtonTX,32.618663,-97.149632,2930.0
3225,"6301 W Poly Webb Rd, Arlington, TX 76016",500000,ArlingtonTX,32.678419,-97.206167,1140.0
3226,"4112 Kingsferry Dr, Arlington, TX 76016",499900,ArlingtonTX,32.68316,-97.21156,3265.0
3227,"6834 Neals Way, Arlington, TX 76001",399990,ArlingtonTX,32.593403,-97.085991,2284.0
3228,"6832 Neals Way, Arlington, TX 76001",399990,ArlingtonTX,32.593403,-97.085991,2301.0
3229,"1007 Bert Dr, Arlington, TX 76012",370500,ArlingtonTX,32.773548,-97.120154,2160.0
3230,"6836 Neals Way, Arlington, TX 76001",369990,ArlingtonTX,32.593403,-97.085991,1734.0
3231,"1308 Cochise Dr, Arlington, TX 76012",325000,ArlingtonTX,32.755728,-97.125673,2057.0
3232,"3721 Island Vista Dr, Arlington, TX 76005",599682,ArlingtonTX,32.790109,-97.083141,2011.0
3233,"1209 Shelmar Dr, Arlington, TX 76014",284000,ArlingtonTX,32.704426,-97.091581,1422.0
3234,"3703 Sailing View Blvd, Arlington, TX 76005",469558,ArlingtonTX,32.789597,-97.082855,2011.0
3235,"3709 Sailing View Blvd, Arlington, TX 76005",459839,ArlingtonTX,32.789762,-97.082836,1915.0
3236,"3727 Island Vista Dr, Arlington, TX 76005",618143,ArlingtonTX,32.790295,-97.083117,2145.0
3237,"3715 Sailing View Blvd, Arlington, TX 76005",494752,ArlingtonTX,32.789928,-97.082839,2145.0
3238,"454 Westview Ter, Arlington, TX 76013",249900,ArlingtonTX,32.732449,-97.135316,1728.0
3239,"6412 Redstone Dr, Arlington, TX 76001",438000,ArlingtonTX,32.640627,-97.153319,2604.0
3240,"2504 Bishops Lndg, Arlington, TX 76016",475000,ArlingtonTX,32.701524,-97.177774,2591.0
3241,"1737 Grace St, Arlington, TX 76010",259900,ArlingtonTX,32.729852,-97.083739,1472.0
3242,"6720 Cherrytree Dr, Arlington, TX 76001",349500,ArlingtonTX,32.635835,-97.130472,2044.0
3243,"4308 Borden Dr, Arlington, TX 76017",399000,ArlingtonTX,32.67173,-97.177,2021.0
3244,"1705 Larkspur Dr, Arlington, TX 76013",325000,ArlingtonTX,32.719059,-97.13399,2359.0
3245,"5608 Memorial, Arlington, TX 76017",440000,ArlingtonTX,32.651774,-97.159151,2834.0
3246,"5006 Drew Ct, Arlington, TX 76017",384900,ArlingtonTX,32.664217,-97.168396,2668.0
3247,"1409 Ravenwood Dr, Arlington, TX 76013",299900,ArlingtonTX,32.721729,-97.139158,1656.0
3248,"3108 Legend Rd, Arlington, TX 76014",319900,ArlingtonTX,32.693819,-97.076472,1867.0
3249,"2007 Gerald Ln, Arlington, TX 76001",485000,ArlingtonTX,32.63788,-97.140076,3114.0
3250,"6703 Ijaz Dr, Arlington, TX 76017",540000,ArlingtonTX,32.659838,-97.214658,3477.0
3251,"3804 Hastings Dr, Arlington, TX 76013",377500,ArlingtonTX,32.72475,-97.165927,2026.0
3252,"3931 Wentworth Dr, Arlington, TX 76001",319000,ArlingtonTX,32.646625,-97.169803,1835.0
3253,"1701 Grace St, Arlington, TX 76010",230000,ArlingtonTX,32.72954,-97.085674,1668.0
3254,"2016 Mill Creek Dr, Arlington, TX 76010",599000,ArlingtonTX,32.711046,-97.109625,3819.0
3255,"3923 Cascade Sky Dr, Arlington, TX 76005",389900,ArlingtonTX,32.797547,-97.092904,1572.0
3256,"4311 Stella Ct, Arlington, TX 76017",359900,ArlingtonTX,32.671291,-97.176945,2078.0
3257,"701 Stone Mesa Ct, Arlington, TX 76001",360000,ArlingtonTX,32.64275,-97.117734,1484.0
3258,"7606 Willow Oak Ln, Arlington, TX 76001",750000,ArlingtonTX,32.622238,-97.144196,3110.0
3259,"611 Rainbow Creek Ct, Arlington, TX 76012",590000,ArlingtonTX,32.742331,-97.155995,3610.0
3260,"4712 Valleycrest Dr, Arlington, TX 76013",450000,ArlingtonTX,32.709651,-97.180693,2687.0
3261,"1809 Holm Oak St, Arlington, TX 76012",430000,ArlingtonTX,32.762534,-97.14385,2709.0
3262,"1602 Skylark Dr, Arlington, TX 76010",249999,ArlingtonTX,32.723968,-97.084634,1236.0
3263,"1904 Skylark Dr, Arlington, TX 76010",245000,ArlingtonTX,32.723883,-97.079612,1296.0
3264,"3215 Collard Rd, Arlington, TX 76017",950000,ArlingtonTX,32.657061,-97.159813,3787.0
3265,"5110 Misty Wood Dr, Arlington, TX 76017",375000,ArlingtonTX,32.668922,-97.186983,2585.0
3266,"400 S Fielder Rd, Arlington, TX 76013",275000,ArlingtonTX,32.733577,-97.132202,1843.0
3267,"1503 Whitlit Dr, Arlington, TX 76002",420000,ArlingtonTX,32.63843,-97.082858,3173.0
3268,"902 Portofino Dr, Arlington, TX 76012",534000,ArlingtonTX,32.74621,-97.15819,2806.0
3269,"231 Blair Ln, Arlington, TX 76014",259900,ArlingtonTX,32.687977,-97.109528,1308.0
3270,"1038 Lone Ivory Trl, Arlington, TX 76005",614999,ArlingtonTX,32.800721,-97.091893,2785.0
3271,"310 Creek Point Ln, Arlington, TX 76002",389900,ArlingtonTX,32.624835,-97.109579,3100.0
3272,"2300 Bear Run Rd, Arlington, TX 76001",485000,ArlingtonTX,32.635393,-97.144276,3528.0
3273,"2207 Wembley Downs Dr, Arlington, TX 76017",330000,ArlingtonTX,32.652871,-97.1447,1748.0
3274,"5918 Gary Ln, Arlington, TX 76016",575000,ArlingtonTX,32.703914,-97.198724,3872.0
3275,"1440 Rose Willow Way, Arlington, TX 76005",438990,ArlingtonTX,32.801685,-97.080681,1510.0
3276,"1707 Granada Dr, Arlington, TX 76014",220000,ArlingtonTX,32.693552,-97.084397,1413.0
3277,"1008 Crystal Oak Ln, Arlington, TX 76005",774900,ArlingtonTX,32.802492,-97.09165,3154.0
3278,"3105 Yellowstone Dr, Arlington, TX 76013",429900,ArlingtonTX,32.728221,-97.158975,2512.0
3279,"5608 Louise Way Dr, Arlington, TX 76017",299999,ArlingtonTX,32.653385,-97.165068,1717.0
3280,"203 Miramar Dr, Arlington, TX 76002",343000,ArlingtonTX,32.636289,-97.113784,1813.0
3281,"918 Carthage Way, Arlington, TX 76017",400000,ArlingtonTX,32.654585,-97.122355,3130.0
3282,"1005 Briarcreek Dr, Arlington, TX 76012",415000,ArlingtonTX,32.769563,-97.120055,2322.0
3283,"1321 Academy Dr, Arlington, TX 76013",410000,ArlingtonTX,32.723397,-97.127668,2706.0
3284,"6602 Fox Glen Dr, Arlington, TX 76001",450000,ArlingtonTX,32.6377,-97.143977,2983.0
3285,"1716 Westover Dr, Arlington, TX 76015",300000,ArlingtonTX,32.700858,-97.135421,1694.0
3286,"2516 Laurel Valley Ln, Arlington, TX 76006",450000,ArlingtonTX,32.778138,-97.092086,2881.0
3287,"6311 Branch Hollow Ln, Arlington, TX 76001",349000,ArlingtonTX,32.641775,-97.144258,1957.0
3288,"6416 St Leonard Dr, Arlington, TX 76001",374500,ArlingtonTX,32.640085,-97.128789,2265.0
3289,"6105 Tiffany Park Ct, Arlington, TX 76016",599000,ArlingtonTX,32.697407,-97.203605,3727.0
3290,"3018 Casa Bella Dr, Arlington, TX 76010",259000,ArlingtonTX,32.722819,-97.055905,1257.0
3291,"6307 Fannin Dr, Arlington, TX 76001",399999,ArlingtonTX,32.643228,-97.138657,2712.0
3292,"4005 Blueridge Ct, Arlington, TX 76016",360000,ArlingtonTX,32.684248,-97.20364,2513.0
3293,"7008 Flaxford Trl, Arlington, TX 76001",309900,ArlingtonTX,32.63204,-97.119786,1780.0
3294,"2707 Roberts Cir, Arlington, TX 76010",185000,ArlingtonTX,32.731017,-97.060384,1235.0
3295,"6307 Tiffany Oaks Ln, Arlington, TX 76016",499990,ArlingtonTX,32.694679,-97.206702,2800.0
3296,"6712 Olivewood Dr, Arlington, TX 76001",350000,ArlingtonTX,32.635764,-97.133164,1992.0
3297,"4804 Shadow Crest Dr, Arlington, TX 76018",389000,ArlingtonTX,32.668909,-97.107701,2142.0
3298,"111 E Rogers St, Arlington, TX 76011",1100000,ArlingtonTX,32.746292,-97.105672,5120.0
3299,"3411 Bridlegate Dr, Arlington, TX 76016",479900,ArlingtonTX,32.691398,-97.17213,2827.0
3300,"6837 Joelene Rae Dr, Arlington, TX 76001",367990,ArlingtonTX,32.632473,-97.179031,1763.0
3301,"6841 Joelene Rae Dr, Arlington, TX 76001",392990,ArlingtonTX,32.632473,-97.179222,2270.0
3302,"6839 Joelene Rae Dr, Arlington, TX 76001",394990,ArlingtonTX,32.632473,-97.179131,2286.0
3303,"709 Valley View Dr, Arlington, TX 76010",275000,ArlingtonTX,32.726148,-97.099712,1814.0
3304,"1724 Spring Lake Dr, Arlington, TX 76012",250000,ArlingtonTX,32.756809,-97.134925,1878.0
3305,"6402 Twin Spruce Ct, Arlington, TX 76018",275000,ArlingtonTX,32.642632,-97.093945,1592.0
3306,"1905 W Nathan Lowe Rd, Arlington, TX 76017",360000,ArlingtonTX,32.655283,-97.137787,2225.0
3307,"4314 Rose Quartz Ln, Arlington, TX 76005",414562,ArlingtonTX,32.799088,-97.079245,2049.0
3308,"4512 Cypress Thorn Dr, Arlington, TX 76005",349131,ArlingtonTX,32.801562,-97.077751,1509.0
3309,"927 Lemontree Dr, Arlington, TX 76017",269900,ArlingtonTX,32.669281,-97.124018,1254.0
3310,"6306 Brookcrest Dr, Arlington, TX 76018",330000,ArlingtonTX,32.64412,-97.091675,1528.0
3311,"4505 English Maple Dr, Arlington, TX 76005",452364,ArlingtonTX,32.799801,-97.076281,2071.0
3312,"4504 Cypress Thorn Dr, Arlington, TX 76005",379570,ArlingtonTX,32.801451,-97.077993,1687.0
3313,"5501 Whisper Glen Dr, Arlington, TX 76017",347500,ArlingtonTX,32.657259,-97.12579,2171.0
3314,"1905 E Timberview Ln, Arlington, TX 76014",284900,ArlingtonTX,32.701027,-97.079652,1398.0
3315,"6009 Flintshire Ct, Arlington, TX 76017",299999,ArlingtonTX,32.667473,-97.201394,1639.0
3316,"1809 England Ct, Arlington, TX 76013",275900,ArlingtonTX,32.715644,-97.135584,1597.0
3317,"4428 Meadow Hawk Dr, Arlington, TX 76005",452700,ArlingtonTX,32.808168,-97.081693,2227.0
3318,"7200 White Flat Dr, Arlington, TX 76002",526900,ArlingtonTX,32.627409,-97.100763,3225.0
3319,"2406 Redbrook Ct, Arlington, TX 76014",300000,ArlingtonTX,32.694088,-97.066714,1612.0
3320,"2404 Summer Ct, Arlington, TX 76001",465000,ArlingtonTX,32.618175,-97.150264,2566.0
3321,"5009 Churchill Ct, Arlington, TX 76017",399999,ArlingtonTX,32.664181,-97.160204,1630.0
3322,"704 Levelland Dr, Arlington, TX 76017",270000,ArlingtonTX,32.663115,-97.115713,1493.0
3323,"802 Arthur Dr, Arlington, TX 76013",345000,ArlingtonTX,32.727584,-97.13917,2354.0
3324,"527 Fossil Lake Ct, Arlington, TX 76002",350000,ArlingtonTX,32.624082,-97.103165,2058.0
3325,"4000 Blueridge Ct, Arlington, TX 76016",319000,ArlingtonTX,32.684869,-97.204212,1611.0
3326,"2416 Overland Ln, Arlington, TX 76014",249995,ArlingtonTX,32.704356,-97.111226,1401.0
3327,"270 Westview Ter, Arlington, TX 76013",273000,ArlingtonTX,32.734003,-97.133884,1872.0
3328,"700 Pearl Way, Arlington, TX 76002",385000,ArlingtonTX,32.600651,-97.079473,1986.0
3329,"5617 Valley Meadow Dr, Arlington, TX 76016",355000,ArlingtonTX,32.700557,-97.192261,1778.0
3330,"2102 Hunter Place Ln, Arlington, TX 76006",518000,ArlingtonTX,32.771799,-97.074374,2964.0
3331,"5504 Arch Bridge Ct, Arlington, TX 76017",950000,ArlingtonTX,32.657284,-97.160941,7982.0
3332,"509 Road Runner Dr, Arlington, TX 76002",389990,ArlingtonTX,32.628016,-97.104986,2038.0
3333,"1918 E Timberview Ln, Arlington, TX 76014",319900,ArlingtonTX,32.700418,-97.078081,1698.0
3334,"3311 Landhope Cir, Arlington, TX 76016",395000,ArlingtonTX,32.679349,-97.159518,2664.0
3335,"4305 Portales Ct, Arlington, TX 76016",445000,ArlingtonTX,32.678389,-97.17808,2365.0
3336,"5405 Oak Springs Dr, Arlington, TX 76016",315000,ArlingtonTX,32.677251,-97.189621,1780.0
3337,"1508 Biggs Ter, Arlington, TX 76010",225000,ArlingtonTX,32.716488,-97.092367,1178.0
3338,"5641 Wembley Downs Dr, Arlington, TX 76017",295000,ArlingtonTX,32.652418,-97.143981,1419.0
3339,"1734 Ascension Point Dr, Apt 222, Arlington, TX 76006",195000,ArlingtonTX,32.776711,-97.085228,919.0
3340,"2607 Valparaiso Trl, Arlington, TX 76017",375000,ArlingtonTX,32.65926,-97.152128,2041.0
3341,"6203 Berlinetta Dr, Arlington, TX 76001",302000,ArlingtonTX,32.644034,-97.123235,1682.0
3342,"1527 Biggs Cir, Arlington, TX 76010",190000,ArlingtonTX,32.715447,-97.0924,1096.0
3343,"4804 Racquet Club Dr, Arlington, TX 76017",499000,ArlingtonTX,32.668738,-97.145229,3250.0
3344,"100 Sipes Ct, Arlington, TX 76018",285000,ArlingtonTX,32.666827,-97.114685,1962.0
3345,"1203 Belvedere Dr, Arlington, TX 76010",200000,ArlingtonTX,32.725554,-97.092817,1039.0
3346,"6416 Nicole Way, Arlington, TX 76002",275000,ArlingtonTX,32.642058,-97.101059,1259.0
3347,"4117 Sunday Hill Dr, Arlington, TX 76016",285000,ArlingtonTX,32.680427,-97.171457,1160.0
3348,"6104 Rising Meadow Dr, Arlington, TX 76018",339000,ArlingtonTX,32.645845,-97.096723,1864.0
3349,"2205 Templeton Dr, Arlington, TX 76006",539000,ArlingtonTX,32.772489,-97.074068,2855.0
3350,"4001 Lemon Grass Way, Arlington, TX 76005",650000,ArlingtonTX,32.799307,-97.087996,2819.0
3351,"4608 Oak Club Dr, Arlington, TX 76017",335000,ArlingtonTX,32.670519,-97.158689,1835.0
3352,"1012 Pleasant Valley Ln, Arlington, TX 76015",198000,ArlingtonTX,32.690093,-97.122697,980.0
3353,"3603 Lake Powell Dr, Arlington, TX 76016",635000,ArlingtonTX,32.68606,-97.221457,4063.0
3354,"3107 Willowdale Dr, Arlington, TX 76016",345000,ArlingtonTX,32.694322,-97.181313,1721.0
3355,"2009 Hill Country Ct, Arlington, TX 76012",1199000,ArlingtonTX,32.770823,-97.138231,4438.0
3356,"928 Casa Grandes Dr, Arlington, TX 76002",435000,ArlingtonTX,32.608878,-97.091202,2715.0
3357,"1408 Montclair St, Arlington, TX 76015",269900,ArlingtonTX,32.70555,-97.129644,1207.0
3358,"941 Dunkirk Ln, Arlington, TX 76017",389000,ArlingtonTX,32.653556,-97.124847,3539.0
3359,"711 Cavendish Dr, Arlington, TX 76014",279900,ArlingtonTX,32.698105,-97.100565,1651.0
3360,"704 Afton Way, Arlington, TX 76002",460450,ArlingtonTX,32.628339,-97.154719,1955.0
3361,"5212 Glen Meadow Dr, Arlington, TX 76001",465000,ArlingtonTX,32.639056,-97.188444,3000.0
3362,"708 Afton Way, Arlington, TX 76002",465931,ArlingtonTX,32.628371,-97.15473,1888.0
3363,"2613 Buffalo Dr, Arlington, TX 76013",310000,ArlingtonTX,32.73311,-97.151848,1293.0
3364,"4401 Rising Sun Ct, Arlington, TX 76017",300000,ArlingtonTX,32.657187,-97.179679,1858.0
3365,"821 Annapolis Dr, Arlington, TX 76017",285000,ArlingtonTX,32.667575,-97.118624,1402.0
3366,"7031 Stetter Dr, Arlington, TX 76001",289000,ArlingtonTX,32.63063,-97.121803,1315.0
3367,"815 W Lynn Creek Dr, Arlington, TX 76001",285000,ArlingtonTX,32.639277,-97.117768,1524.0
3368,"5609 Firewood Dr, Arlington, TX 76016",329000,ArlingtonTX,32.705427,-97.192193,1821.0
3369,"617 Mission Hills Dr, Arlington, TX 76018",300000,ArlingtonTX,32.645522,-97.10329,1359.0
3370,"2402 Hunter Hill Dr, Arlington, TX 76012",520000,ArlingtonTX,32.77493,-97.126255,2248.0
3371,"1915 Skylark Dr, Arlington, TX 76010",269000,ArlingtonTX,32.724345,-97.078474,1230.0
3372,"410 Lantana Dr, Arlington, TX 76018",299900,ArlingtonTX,32.655607,-97.108389,1642.0
3373,"1708 Scarborough Dr, Arlington, TX 76001",640000,ArlingtonTX,32.624722,-97.13775,2900.0
3374,"8129 Oak Hollow Dr, Arlington, TX 76001",449900,ArlingtonTX,32.615254,-97.165048,2814.0
3375,"1531 Boyds Branch Dr, Arlington, TX 76005",469990,ArlingtonTX,32.809765,-97.069893,1903.0
3376,"4430 English Maple Dr, Arlington, TX 76005",529000,ArlingtonTX,32.799744,-97.077042,2427.0
3377,"824 Trace Hawk Ln, Arlington, TX 76005",486652,ArlingtonTX,32.801956,-97.095398,2072.0
3378,"5317 Little Creek Ct, Arlington, TX 76017",274900,ArlingtonTX,32.660192,-97.181263,1681.0
3379,"9302 Marble Falls Dr, Arlington, TX 76002",389900,ArlingtonTX,32.595739,-97.082313,2337.0
3380,"910 Prairie Ridge Ln, Arlington, TX 76005",699000,ArlingtonTX,32.803749,-97.093492,2889.0
3381,"1104 S Mesquite St, Arlington, TX 76010",929000,ArlingtonTX,32.726188,-97.104919,4928.0
3382,"1704 Foster Dr, Arlington, TX 76012",219000,ArlingtonTX,32.753992,-97.132436,1000.0
3383,"2232 Brigadoon Ct, Arlington, TX 76013",209900,ArlingtonTX,32.707451,-97.161831,1600.0
3384,"1100 Riverchase Ln, Unit 209, Arlington, TX 76011",185000,ArlingtonTX,32.76868,-97.093372,939.0
3385,"7806 Longbow Ln, Arlington, TX 76002",385000,ArlingtonTX,32.613274,-97.085903,2154.0
3386,"2109 Cloverdale St, Arlington, TX 76010",275000,ArlingtonTX,32.730745,-97.073729,1242.0
3387,"1202 Millbrook Dr, Arlington, TX 76012",694000,ArlingtonTX,32.750506,-97.149526,4832.0
3388,"3812 Lynbrook Ln, Arlington, TX 76015",340000,ArlingtonTX,32.683881,-97.140963,1902.0
3389,"2107 Woodhaven Dr, Arlington, TX 76010",640000,ArlingtonTX,32.708937,-97.107885,2927.0
3390,"4607 Blackwood Cross Ln, Arlington, TX 76005",699000,ArlingtonTX,32.810006,-97.071569,2869.0
3391,"5008 Eastcreek Dr, Arlington, TX 76018",329000,ArlingtonTX,32.66678,-97.06707,2057.0
3392,"2705 Treeview Dr, Arlington, TX 76016",280000,ArlingtonTX,32.699038,-97.170134,1884.0
3393,"2106 Avalon Ln, Arlington, TX 76014",275000,ArlingtonTX,32.698609,-97.074211,1452.0
3394,"3806 Yachtclub Dr, Arlington, TX 76016",550000,ArlingtonTX,32.687334,-97.210818,3240.0
3395,"7717 Longbow Ln, Arlington, TX 76002",550000,ArlingtonTX,32.61469,-97.086124,3609.0
3396,"3701 Maxwell Ct, Arlington, TX 76015",275000,ArlingtonTX,32.684729,-97.124912,1530.0
3397,"5727 Red Cactus Ct, Arlington, TX 76017",225000,ArlingtonTX,32.661644,-97.194121,1146.0
3398,"1807 Holly Spring Dr, Arlington, TX 76018",375000,ArlingtonTX,32.659928,-97.078384,2450.0
3399,"1004 Meadow Glen Ct, Arlington, TX 76018",325000,ArlingtonTX,32.641541,-97.095334,1871.0
3400,"6106 Yorkford Dr, Arlington, TX 76001",349900,ArlingtonTX,32.646914,-97.164783,1770.0
3401,"4108 Briarhill Ct, Arlington, TX 76016",305000,ArlingtonTX,32.682027,-97.205986,1488.0
3402,"1809 Tennyson Dr, Arlington, TX 76013",549900,ArlingtonTX,32.729004,-97.134941,3701.0
3403,"3706 French Wood Dr, Arlington, TX 76016",299500,ArlingtonTX,32.687189,-97.182215,2082.0
