,Address,Housing Price,City,Longitude,Latitude,SQ Ft,Housing Price/SQ Ft,Norm Price,dist_hospitals,dist_gym,dist_cemetary,dist_parks,dist_beaches,dist_shopping,dist_grocery,dist_resturant,dist_golf,dist_school
2239,"4159 Briargrove Ln, Dallas, TX 75287",0.01625528864270522,Dallas,32.992942,-96.839132,3437.0,179.22606924643586,0.07270935918499324,6.768362705592919,0.35696650143492936,4.158249542014552,1.667388443824936,2.996083328717438,0.35696650143492936,0.7971322504642983,0.5131338842402183,0.7864316141231511,0.10858762268903213
2240,"6007 Willow Wood Ln, Dallas, TX 75252",0.010660936057878097,Dallas,33.011292,-96.803838,1592.0,253.76884422110552,0.11398167038026707,7.036423972772823,0.8960164147348475,4.829240338924796,0.9369297197666733,3.290774216312483,2.6872902907768976,1.6110458874842937,0.5476612891763813,1.0902308505569978,1.1182811026243333
2241,"4232 Winding Way Ct, Dallas, TX 75287",0.013167839338814779,Dallas,33.008257,-96.838819,2374.0,210.1937657961247,0.08985533221100252,7.644040695242992,1.401906206205594,5.0841947905735685,1.110188178371577,4.051634278512812,1.1222343142857778,0.9189765927245823,0.8314889002023816,1.7512967034004725,0.8777554505629799
2242,"6403 Genstar Ln, Dallas, TX 75252",0.01714985728716578,Dallas,33.002814,-96.793689,2960.0,219.5608108108108,0.09504161078672811,6.330279549089309,0.2811915430946887,4.273150145643776,1.6260226931228672,2.920126142714461,2.0561629647772035,1.9771265365762714,0.3011022584440489,0.4976020679027923,0.845163634184467
2243,"18940 Fortson Ave, Dallas, TX 75252",0.02071493763721363,Dallas,33.00541,-96.787671,4085.0,192.16646266829866,0.0798741037826807,6.446124771731321,0.5266856414356307,4.5033536951620885,1.9140318912893124,2.5276699810344065,1.9836123197536355,2.3508981626725856,0.5018332038967952,0.8474039444632886,1.2169419745960874
2244,"4107 Rainsong Dr, Dallas, TX 75287",0.017416380688612735,Dallas,32.993761,-96.841599,3541.0,186.3880259813612,0.07667474023273893,6.897839800915412,0.39928809422033457,4.281480572952376,1.6777479387928431,3.0529155444891964,0.39928809422033457,0.8981591770412144,0.6657991630848004,0.758575537368472,0.2383057546910203
2245,"4112 Kirkmeadow Ln, Dallas, TX 75287",0.015437246519452195,Dallas,33.004353,-96.840934,3099.0,188.7705711519845,0.07799389082449214,7.47927106077992,1.1274135366880824,4.89624040115672,1.299670420632176,3.782013847303071,1.0914183457933806,0.8665527613447515,0.7349968242936153,1.4590605197729833,0.6272232497100702
2246,"17607 Loveland Dr, Dallas, TX 75252",0.01939551485777327,Dallas,32.991969,-96.799649,2612.0,281.3935681470138,0.12927673020251063,5.689246040124902,0.4773233509482323,3.500019203276745,1.7622505859634099,3.5951312965564393,1.907821528536156,1.6845931214427554,1.0309265162582992,0.30310113029394753,0.3779820405569337
2247,"6027 Lloyd Ct, Dallas, TX 75252",0.010542188007728465,Dallas,33.008623,-96.800255,1905.0,209.71128608923885,0.08958819629320547,6.805583446429224,0.673695887496986,4.645876144712259,1.155999302331009,3.1336714531228265,2.6089713243176447,1.7120188284094404,0.27271718271047357,0.8580783811945112,0.9721514252612043
2248,"6021 Still Forest Dr, Dallas, TX 75252",0.01583043450772542,Dallas,32.99265,-96.803939,2596.0,231.08628659476116,0.10142295389329253,5.809698068617108,0.5097127383378124,3.545043927585722,1.5681275761501814,3.645983021789138,2.1560032920102286,1.432728993323666,1.0640818136839911,0.4501439881355043,0.179299817677333
2249,"5830 Sand Shell Ct, Dallas, TX 75252",0.016756669298892555,Dallas,33.009185,-96.806777,2447.0,259.50143032284427,0.11715564770570286,6.944679289286578,0.8344614016550365,4.690536184924014,0.7757455743628561,3.4895916066904986,2.4637437124271186,1.3899504406802992,0.6392705403838935,1.0317465886471993,0.9765303991243137
2250,"17702 Hillcrest Rd, Dallas, TX 75252",0.02572874419908699,Dallas,32.989954,-96.78411,3495.0,278.9699570815451,0.1279348425394296,5.362586927604201,0.5801780190254181,3.519365205229433,2.5361527525541585,2.9915227003180367,1.048755905125404,1.8585953558032633,1.3470501399298196,0.6378557839748218,0.7209183037244905
2251,"18868 Haddington Ln, Dallas, TX 75287",0.020187168525437487,Dallas,33.006337,-96.817,3099.0,246.8538238141336,0.11015301127473745,6.95939420856684,1.1531266100894186,4.567963847057614,0.36238431569966134,4.1131529153090245,1.8793301437698373,0.7893973476336648,0.9410986474885429,1.2077646933774524,1.0421231150509354
2252,"6720 Frankford Rd, Dallas, TX 75252",0.028895358869743853,Dallas,32.997344,-96.787871,4793.0,228.45816816190276,0.09996783605181392,5.898434756585847,0.22841190436278938,3.9563384268017687,2.0867976880352894,2.822221038227964,1.5501469206596799,2.30024873063897,0.8024087011323957,0.49536182521329064,0.9415624111812076
2253,"18036 Whispering Gables Ln, Dallas, TX 75287",0.00905124026696086,Dallas,32.995166,-96.839662,1327.0,258.4777694046722,0.11658887444045221,6.9114392952502826,0.49991248059603133,4.305772598343965,1.5787437910268218,3.1488473888304602,0.49991248059603133,0.7575098980901133,0.5908199940728268,0.8970432288236948,0.1611173629055652
2254,"7621 Mccallum Blvd, Apt 110, Dallas, TX 75252",0.003034672392712825,Dallas,32.988318,-96.77653,591.0,194.58544839255498,0.08121343051987766,5.208801614703838,0.7291546350308773,3.5725992790309515,2.9661788571129026,2.79585969195064,0.6472565393920859,1.8474835800705856,1.702304322291292,0.4734459449998317,0.42250295135782123
