,shopping,latitude,longitude,City
314,"5000 Long Beach Blvd,Long Beach, CA 90805",33.847096,-118.193589,Long Beach
315,"5400 Atlantic Ave,Long Beach, CA 90805",33.854659,-118.184622,Long Beach
316,"5450 Cherry Ave,Long Beach, CA 90805",33.855646,-118.167189,Long Beach
317,"2001 E South St,Long Beach, CA 90805",33.860476,-118.168155,Long Beach
318,"6151 Atlantic Ave,Long Beach, CA 90805",33.8668,-118.185603,Long Beach
319,"6598 Atlantic Ave,Long Beach, CA 90805",33.873948,-118.185763,Long Beach
320,"6598 Cherry Ave,Long Beach, CA 90805",33.874323,-118.168271,Long Beach
321,"6700 Cherry Ave,Long Beach, CA 90805",33.877328,-118.166902,Long Beach
322,"6760 Cherry Ave,Long Beach, CA 90805",33.878051,-118.168178,Long Beach
323,"301 E Artesia Blvd,Long Beach, CA 90805",33.874972,-118.19675,Long Beach
324,"6954 Atlantic Ave,Long Beach, CA 90805",33.881154,-118.186182,Long Beach
325,"1307 Long Beach Blvd,Long Beach, CA 90813",33.782985,-118.189831,Long Beach
326,"1166 E Pacific Coast Hwy,Long Beach, CA 90806",33.789686,-118.1771,Long Beach
327,"6420 E Pacific Coast Hwy,Long Beach, CA 90803",33.797395,-118.121307,Long Beach
328,"6390 E Willow St,Long Beach, CA 90815",33.802961,-118.108119,Long Beach
329,"5226 Orange Ave,Long Beach, CA 90805",33.850469,-118.176652,Long Beach
330,"335 Cedar Ave,Long Beach, CA 90802",33.771325,-118.195434,Long Beach
331,"458 Cedar Ave,Long Beach, CA 90802",33.772741,-118.194809,Long Beach
332,"401 Atlantic Ave,Long Beach, CA 90802",33.771959,-118.185356,Long Beach
333,"602 E Anaheim St,Long Beach, CA 90813",33.782283,-118.184692,Long Beach
334,"1014 E Pacific Coast Hwy,Long Beach, CA 90806",33.789549,-118.180373,Long Beach
335,"311 Redondo Ave,Long Beach, CA 90814",33.768515,-118.152747,Long Beach
336,"1820 Ximeno Ave,Long Beach, CA 90815",33.790283,-118.137399,Long Beach
337,"2011 E Spring St,Long Beach, CA 90806",33.797395,-118.121307,Long Beach
338,"5103 E Pacific Coast Hwy,Long Beach, CA 90804",33.783901,-118.13371,Long Beach
339,"6760 Cherry Ave,Long Beach, CA 90805Long Beach, CA 90802",33.766078,-118.168407,Long Beach
340,"1070 E Broadway,Long Beach, CA 90802",33.768517,-118.178872,Long Beach
341,"1165 E Anaheim St,Long Beach, CA 90813",33.782916,-118.177339,Los Angeles
342,"4210 Long Beach Blvd,Long Beach, CA 90807",33.835638,-118.188808,Anaheim
343,,,,Long Beach
344,,,,Long Beach
345,,,,Long Beach
346,,,,Long Beach
347,,,,Long Beach
348,,,,Long Beach
349,,,,Long Beach
350,,,,Long Beach
351,,,,Long Beach
352,,,,Long Beach
353,,,,Long Beach
354,,,,Long Beach
355,,,,Long Beach
356,,,,Long Beach
357,,,,Long Beach
358,,,,Long Beach
359,,,,Long Beach
360,,,,Long Beach
361,,,,Long Beach
362,,,,Long Beach
363,,,,Long Beach
364,,,,Long Beach
365,,,,Long Beach
366,,,,Long Beach
367,,,,Anaheim
368,,,,Long Beach
369,,,,Long Beach
370,,,,Anaheim
371,,,,Anaheim
372,,,,Anaheim
373,,,,Long Beach
374,,,,Long Beach
375,,,,Long Beach
376,,,,Long Beach
377,,,,Long Beach
378,,,,
379,"1919 E 71st St,Chicago, IL 60649",41.7659,-87.577613,Chicago
380,"2100 W 95th St,Chicago, IL 60643",41.721325,-87.674717,Chicago
381,"3604 W 59th St,Chicago, IL 60629",41.786353,-87.71383,Chicago
382,"7401 N Clark St,Chicago, IL 60626",42.016108,-87.674647,Chicago
383,"700 N Michigan Ave,Chicago, IL 60611",41.895331,-87.624933,Chicago
384,"835 N Michigan Ave Ste 3020,Chicago, IL 60611",41.897814,-87.622917,Chicago
385,"6451 W Diversey Ave,Chicago, IL 60707",41.930681,-87.787365,Chicago
386,"2140 N Elston Ave,Chicago, IL 60614",41.920474,-87.671801,Chicago
387,"51 E Oak St,Chicago, IL 60611",41.900519,-87.626308,Chicago
388,"3745 N Lincoln Ave,Chicago, IL 60613",41.950018,-87.675135,Chicago
389,"1900 W Lawrence Ave,Chicago, IL 60640",41.969079,-87.676969,Chicago
390,"414 N State St,Chicago, IL 60654",41.889796,-87.628197,Chicago
391,"4833 W Diversey Ave,Chicago, IL 60639",41.931267,-87.747838,Chicago
392,"2101 W Cermak Rd,Chicago, IL 60608",41.851887,-87.678931,Chicago
393,"1341 N Paulina St,Chicago, IL 60622",41.906535,-87.669461,Chicago
394,"5953 W 63rd St,Chicago, IL 60638",41.777546,-87.771048,Chicago
395,"30 W Huron St,Chicago, IL 60654",41.895012,-87.629097,Chicago
396,"1500 N Clybourn Ave Unit C104,Chicago, IL 60610",41.908427,-87.646589,Chicago
397,"6422 W 63rd St,Chicago, IL 60638",41.778334,-87.782204,Chicago
398,"6415 N Central Ave,Chicago, IL 60646",41.998087,-87.763077,Chicago
399,"3222 W 63rd St,Chicago, IL 60629",41.779253,-87.704239,Chicago
400,"2024 S Pulaski Rd,Chicago, IL 60623",41.853622,-87.725025,Chicago
401,"7340 S Ashland Ave,Chicago, IL 60636",41.760095,-87.664048,Chicago
402,"111 N Kedzie Ave,Chicago, IL 60612",41.883317,-87.705737,Chicago
403,"2657 S Kolin Ave,Chicago, IL 60623",41.842426,-87.732751,Chicago
404,"332 E 58th St,Chicago, IL 60637",41.789534,-87.617853,Chicago
405,"6316 S Ashland Ave,Chicago, IL 60636",41.778727,-87.664613,Chicago
406,"725 E 63rd St,Chicago, IL 60637",41.780277,-87.607371,Chicago
407,"3919 W North Ave,Chicago, IL 60647",41.909634,-87.724845,Chicago
408,"930 W Belmont Ave,Chicago, IL 60657",41.87897,-87.66063,Chicago
409,"3460 N Broadway St,Chicago, IL 60657",41.944911,-87.646613,Chicago
410,"8827 S Escanaba Ave,Chicago, IL 60617",41.734684,-87.553873,Chicago
411,"3220 N Harlem Ave,Chicago, IL 60634",41.938688,-87.807004,Chicago
412,"6421 N Western Ave,Chicago, IL 60645",41.998443,-87.689637,Chicago
413,"7601 S Cicero Ave,Chicago, IL 60652",41.755323,-87.740572,Chicago
414,"4628 W Diversey Ave,Chicago, IL 60639",41.933147,-87.742432,Chicago
415,"6107 S Archer Ave,Chicago, IL 60638",41.793839,-87.770304,Chicago
416,"4500 N Broadway St,Chicago, IL 60640",41.963795,-87.656869,Chicago
417,"101 E Chicago Ave,Chicago, IL 60611",41.896261,-87.625212,Chicago
418,"3448 E 118th St,Chicago, IL 60617",41.682168,-87.538913,Chicago
419,"1455 E 57th St,Chicago, IL 60637",41.791345,-87.58948,Chicago
420,"1300 E 47th St,Chicago, IL 60653",41.810069,-87.59514,Chicago
421,"2121 S Archer Ave,Chicago, IL 60616",41.853612,-87.63239,Chicago
422,"2550 W 26th St,Chicago, IL 60608",41.845095,-87.689988,Chicago
423,"4700 S Kedzie Ave,Chicago, IL 60632",41.807644,-87.705337,Chicago
424,"2336 N Milwaukee Ave,Chicago, IL 60647",41.923509,-87.698862,Chicago
425,"4092 N Broadway St,Chicago, IL 60613",41.956801,-87.652158,Chicago
426,"3555 N Central Ave,Chicago, IL 60634",41.945592,-87.766286,Chicago
427,"900 N Michigan Ave,Chicago, IL 60611",41.899554,-87.625923,Chicago
428,"4635 N Elston Ave,Chicago, IL 60630",41.965508,-87.735826,Chicago
429,"535 W 111th St,Chicago, IL 60628",41.87897,-87.66063,Chicago
430,"7908 S Exchange Ave,Chicago, IL 60617",41.87897,-87.66063,Chicago
431,"1424 W 47th St,Chicago, IL 60609",41.809959,-87.660916,Chicago
432,"3201 W Diversey Ave,Chicago, IL 60647",41.87897,-87.66063,Chicago
433,"4321 N Milwaukee Ave,Chicago, IL 60641",41.959483,-87.752996,Chicago
434,"10634 S Halsted St,Chicago, IL 60628",41.700313,-87.643093,Chicago
435,"3424 W 26th St,Chicago, IL 60623",41.844608,-87.710923,Chicago
436,"5220 S Pulaski Rd,Chicago, IL 60632",41.797631,-87.724731,Chicago
437,"521 W Diversey Pkwy,Chicago, IL 60614",41.87897,-87.66063,Chicago
438,"3940 E 106th St,Chicago, IL 60617",41.704193,-87.527808,Chicago
439,"3644 S Archer Ave,Chicago, IL 60609",41.827785,-87.682752,Chicago
440,"2550 N Clybourn Ave,Chicago, IL 60614",41.927158,-87.674367,Chicago
441,"40 S Halsted St,Chicago, IL 60661",41.881038,-87.647859,Chicago
442,"2940 N Ashland Ave,Chicago, IL 60657",41.93533,-87.670255,Chicago
443,"87 W 87th St,Chicago, IL 60620",41.734277,-87.627258,Chicago
444,"6220 N California Ave,Chicago, IL 60659",41.994509,-87.699886,Chicago
445,"1524 W Taylor St,Chicago, IL 60607",41.869495,-87.665056,Chicago
446,"4001 W 59th St,Chicago, IL 60629",41.785591,-87.723214,Chicago
447,"3531 N Broadway St,Chicago, IL 60657",41.946872,-87.646174,Chicago
448,"6801 N Western Ave,Chicago, IL 60645",42.005312,-87.689606,Chicago
449,"1763 W Howard St,Chicago, IL 60626",42.017572,-87.674604,Chicago
450,"6611 S Halsted St,Chicago, IL 60621",41.774061,-87.643636,Chicago
451,"3601 N Damen Ave,Chicago, IL 60618",41.947016,-87.67838,Chicago
452,"6409 N Bell Ave,Chicago, IL 60645",41.998124,-87.686062,Chicago
453,"2959 W Devon Ave,Chicago, IL 60659",41.997323,-87.704322,Chicago
454,"10736 S Ewing Ave,Chicago, IL 60617",41.699753,-87.535556,Chicago
455,"7140 N Harlem Ave,Chicago, IL 60631",42.011202,-87.807107,Chicago
456,"1101 S Canal St,Chicago, IL 60607",41.868807,-87.638704,Chicago
457,"1422 W 47th St,Chicago, IL 60609",41.809959,-87.660861,Chicago
458,"1834 W Fullerton Ave,Chicago, IL 60614",41.925633,-87.673938,Chicago
459,"3131 N Clark St,Chicago, IL 60657",41.938792,-87.649473,Chicago
460,"112 W 87th St,Chicago, IL 60620",41.737724,-87.62818,Chicago
461,"2544 N Narragansett Ave,Chicago, IL 60639",41.87897,-87.66063,Chicago
462,"4612 W Irving Park Rd,Chicago, IL 60641",41.953861,-87.743175,Chicago
463,"7507 N Clark St,Chicago, IL 60626",42.017887,-87.673672,Chicago
464,"111 N State St,Chicago, IL 60602",41.883712,-87.627047,Chicago
465,"737 N Michigan Ave,Chicago, IL 60611",41.896045,-87.623558,Chicago
466,"4609 S Ashland Ave,Chicago, IL 60609",41.810049,-87.664595,Chicago
467,"4756 S Kedzie Ave,Chicago, IL 60632",41.806556,-87.704222,Chicago
468,"5119 S Pulaski Rd,Chicago, IL 60632",41.799904,-87.722327,Chicago
469,"2593 N Elston Ave,Chicago, IL 60647",41.929892,-87.681788,Chicago
470,"112 W 87th St Ste 1,Chicago, IL 60620",41.737724,-87.62818,Chicago
471,"5616 W Belmont Ave,Chicago, IL 60634",41.938851,-87.767212,Chicago
472,"8721 S Stony Island Ave,Chicago, IL 60617",41.736268,-87.584732,Chicago
473,"5235 N Broadway St,Chicago, IL 60640",41.97725,-87.659337,Chicago
474,"3521 W Devon Ave,Chicago, IL 60659",41.997058,-87.71712,Chicago
475,"11618 S Marshfield Ave,Chicago, IL 60643",41.682595,-87.663781,Chicago
476,"7540 N Western Ave,Chicago, IL 60645",42.018295,-87.691659,Chicago
477,"3620 E 118th St Ste A,Chicago, IL 60617",41.682216,-87.535706,Chicago
478,"2200 S Western Ave,Chicago, IL 60608",41.851578,-87.687026,Chicago
479,"2551 W Cermak Rd,Chicago, IL 60608",41.850554,-87.689997,Chicago
480,"443 E 34th St,Chicago, IL 60616",41.832767,-87.614658,Chicago
481,"370 N Desplaines St,Chicago, IL 60661",41.888657,-87.64516,Chicago
482,"4640 S Halsted St,Chicago, IL 60609",41.81061,-87.647244,Chicago
483,"550 N State St,Chicago, IL 60654",41.892171,-87.628573,Chicago
484,"2844 N Broadway St,Chicago, IL 60657",41.934156,-87.6448,Chicago
485,"3630 N Southport Ave,Chicago, IL 60613",41.947945,-87.664368,Chicago
486,"7530 S Stony Island Ave,Chicago, IL 60649",41.758255,-87.587549,Chicago
487,"9400 S Ashland Ave,Chicago, IL 60620",41.722944,-87.663415,Chicago
488,"1655 E 95th St,Chicago, IL 60617",41.720261,-87.582316,Chicago
489,"6430 W Irving Park Rd,Chicago, IL 60634",41.954092,-87.787771,Chicago
490,"3128 W 103rd St,Chicago, IL 60655",41.706868,-87.699794,Chicago
491,"11730 S Marshfield Ave,Chicago, IL 60643",41.680471,-87.664467,Chicago
492,"4734 N Cumberland Ave,Chicago, IL 60656",41.965549,-87.837975,Chicago
493,"42 S State St,Chicago, IL 60603",41.880859,-87.628151,Chicago
494,"4612 W. Irving Boulevard,Chicago, IL 60641",41.87897,-87.66063,Chicago
495,"125 E 47th St,Chicago, IL 60653",41.809144,-87.621736,Chicago
496,"1232 N La Salle Dr,Chicago, IL 60610",41.904845,-87.633424,Chicago
497,"800 N Kedzie Ave,Chicago, IL 60651",41.897037,-87.707742,Chicago
498,"4130 S Pulaski Rd,Chicago, IL 60632",41.87897,-87.66063,Chicago
499,"5102 S Lake Park Ave,Chicago, IL 60615",41.80229,-87.588041,Chicago
500,"1730 W Fullerton Ave Ste 17-21,Chicago, IL 60614",41.926358,-87.672777,Chicago
501,"1450 N Cicero Ave,Chicago, IL 60651",41.907239,-87.746901,Chicago
502,"7601 S Cicero Ave Ste 1930,Chicago, IL 60652",41.755323,-87.740572,Chicago
503,"2659 N Central Ave,Chicago, IL 60639",41.929956,-87.716857,Chicago
504,"1709 E 95th St,Chicago, IL 60617",41.72033,-87.58205,Chicago
505,"4655 W Foster Ave,Chicago, IL 60630",41.974008,-87.745073,Chicago
506,"6133 N Lincoln Ave,Chicago, IL 60659",41.994249,-87.711491,Chicago
507,"11620 S Marshfield Ave,Chicago, IL 60643",41.682566,-87.663781,Chicago
508,"1739 W Cermak Rd,Chicago, IL 60608",41.851599,-87.670167,Chicago
509,"4340 Fox Valley Center Dr,Aurora, IL 60504",41.76071,-88.207719,Naperville
510,"2 Fox Valley Ctr,Aurora, IL 60504",41.758571,-88.210241,Naperville
511,"1835 W Jefferson Ave,Naperville, IL 60540",41.770812,-88.197802,Naperville
512,"3115 111th St,Naperville, IL 60564",41.681241,-88.208011,Naperville
513,"1409 Plainfield Naperville Rd,Naperville, IL 60564",41.746534,-88.16809,Naperville
514,"2607 W 75th St,Naperville, IL 60540",41.748727,-88.200372,Naperville
515,"631 N Route 59,Naperville, IL 60563",41.78174,-88.206532,Naperville
516,"514 S Route 59,Naperville, IL 60540",41.76087,-88.202107,Naperville
517,"501 W 87th St,Naperville, IL 60565",41.725406,-88.14905,Naperville
518,"3 Fox Valley Ctr,Aurora, IL 60504",41.75947,-88.21298,Naperville
519,"127 E Ogden Ave,Naperville, IL 60563",41.787004,-88.145135,Naperville
520,"1 Fox Valley Ctr,Aurora, IL 60504",41.758406,-88.214807,Naperville
521,"4 Fox Valley Ctr,Aurora, IL 60504",41.75722,-88.212393,Naperville
522,"3103 111th St Ste 115,Naperville, IL 60564",41.683203,-88.20706,Naperville
523,"1931 Glacier Park,Naperville, IL 60540",41.775348,-88.205121,Naperville
524,"348 S Route 59,Naperville, IL 60540",41.766161,-88.203804,Naperville
525,"2708 Showplace Dr,Naperville, IL 60564",41.715561,-88.207287,Naperville
526,"2511 W 75th St,Naperville, IL 60540",41.748785,-88.197926,Naperville
527,"127 Ambassador Dr Ste 159,Naperville, IL 60540",41.773373,-88.199818,Naperville
528,"2781 Aurora Ave,Naperville, IL 60540",41.764482,-88.201526,Naperville
529,"586 S Route 59,Naperville, IL 60540",41.75956,-88.203916,Naperville
530,"1663 N Route 59,Naperville, IL 60563",41.798234,-88.20548,Naperville
531,"1304 Plainfield Naperville Rd,Naperville, IL 60564",41.747114,-88.166797,Naperville
532,"44 W Gartner Rd,Naperville, IL 60540",41.754373,-88.140775,Naperville
533,"3116 S Route 59,Naperville, IL 60564",41.708389,-88.204208,Naperville
534,"3075 Book Rd,Naperville, IL 60564",41.708927,-88.18736,Naperville
535,"1300 S Naper Blvd,Naperville, IL 60540",41.749645,-88.112843,Naperville
536,"1157 N Eola Rd,Aurora, IL 60502",41.78001,-88.238172,Naperville
537,"2811 Patriot,Naperville, IL 60563",41.754048,-88.149814,Naperville
538,"140 W Jefferson Ave,Naperville, IL 60540",41.754048,-88.149814,Naperville
539,"315 S Main St,Naperville, IL 60540",41.771217,-88.149973,Naperville
540,"1476 Aberdeen Ct,Naperville, IL 60564",41.729115,-88.22123,Naperville
541,"2109 Fox Valley Ctr,Aurora, IL 60504",41.757596,-88.212608,Naperville
542,"1864 High Grove Ln Ste 124, Naperville, Il 60540,Naperville, IL 60540",41.775651,-88.201238,Naperville
543,"740 S Route 59,Naperville, IL 60540",41.758628,-88.203346,Naperville
544,"4070 Fox Valley Center Dr,Aurora, IL 60504",41.760579,-88.217466,Naperville
545,"1568 W Ogden Ave,Naperville, IL 60540",41.768564,-88.184778,Naperville
546,"856 S Route 59,Naperville, IL 60540",41.756,-88.20197,Naperville
547,"1592 W Ogden Ave,Naperville, IL 60540",41.765678,-88.185858,Naperville
548,"1598 W Ogden Ave,Naperville, IL 60540",41.765256,-88.185881,Naperville
549,"888 S Route 59 Ste 112,Naperville, IL 60540",41.754048,-88.149814,Naperville
550,"1755 W Ogden Ave,Naperville, IL 60540",41.76332,-88.188031,Naperville
551,"712 Prescott Ct,Naperville, IL 60563",41.782834,-88.173057,Naperville
552,"790 Royal Saint George Dr Ste 145,Naperville, IL 60563",41.783794,-88.163851,Naperville
553,"1303 Plainfield Naperville Rd,Naperville, IL 60564",41.747088,-88.167951,Naperville
554,"1355 S Route 59,Naperville, IL 60564",41.731072,-88.206879,Naperville
555,"901 N Washington St,Naperville, IL 60563",41.786056,-88.147936,Naperville
556,"200 E 5th Ave,Naperville, IL 60563",41.780377,-88.142623,Naperville
557,"351 E Hillside Rd,Naperville, IL 60540",41.754048,-88.149814,Naperville
558,"2959 Artesian Rd Ste 103,Naperville, IL 60564",41.725583,-88.205716,Naperville
559,"2948 Artesian Rd,Naperville, IL 60564",41.724989,-88.204368,Elgin
560,"1107 E Ogden Ave,Naperville, IL 60563",41.792111,-88.129302,Naperville
561,"2832 Showplace Dr,Naperville, IL 60564",41.754048,-88.149814,Naperville
562,"812 Huntleigh Dr Ste 2A,Naperville, IL 60540",41.761934,-88.120203,Naperville
563,"1260 Iroquois Ave,Naperville, IL 60563",41.792847,-88.12407,Naperville
564,"1925 S Washington St,Naperville, IL 60565",41.73209,-88.129573,Elgin
565,"1280 W Ogden Ave,Naperville, IL 60563",41.780478,-88.178747,Naperville
566,"1290 S Route 59,Naperville, IL 60540",41.747886,-88.205344,Naperville
567,"1671 N Route 59,Naperville, IL 60563",41.798682,-88.205378,Naperville
568,"1 Clock Tower Plz,Elgin, IL 60120",42.028511,-88.276495,Elgin
569,"1195 N Mclean Blvd,Elgin, IL 60123",42.03831,-88.290742,Elgin
570,"300 S Mclean Blvd Ste G,Elgin, IL 60123",42.027046,-88.312998,Elgin
571,"30 S Mclean Blvd,South Elgin, IL 60177",41.995914,-88.315799,Elgin
572,"1660 Larkin Ave,Elgin, IL 60123",42.034734,-88.319295,Elgin
573,"822 Summit St,Elgin, IL 60120",42.047356,-88.259963,Elgin
574,"1570 N Randall Rd,Elgin, IL 60123",42.073388,-88.336376,Elgin
575,"617 S Randall Rd,Elgin, IL 60123",42.018766,-88.335415,Elgin
576,"215 S Randall Rd,Elgin, IL 60123",42.027303,-88.336781,Elgin
577,"204 S Randall Rd,Elgin, IL 60123",42.028596,-88.341131,Elgin
578,"1570 Big Timber Rd,Elgin, IL 60123",42.058632,-88.31584,Elgin
579,"1145 W Spring St,South Elgin, IL 60177",41.99231,-88.306131,Elgin
580,"110 W Chicago St,Elgin, IL 60123",42.036792,-88.286928,Elgin
581,"238 S Randall Rd,Elgin, IL 60123",42.03831,-88.290742,Elgin
582,"330 Corporate Dr,Elgin, IL 60123",42.073758,-88.282745,Elgin
583,"583 N Mclean Blvd,Elgin, IL 60123",42.047787,-88.3112,Elgin
584,"306 S Mclean Blvd,Elgin, IL 60123",42.02626,-88.314479,Elgin
585,"338 S Mclean Blvd,Elgin, IL 60123",42.02431,-88.312555,Elgin
586,"460 S Mclean Blvd,Elgin, IL 60123",42.021287,-88.3139,Elgin
587,"1670 Larkin Ave,Elgin, IL 60123",42.03831,-88.290742,Elgin
588,"75 Market St,Elgin, IL 60123",42.035996,-88.318629,Elgin
589,"1118 South St,Elgin, IL 60123",42.026201,-88.306314,Chicago
590,"776 Walnut Ave,Elgin, IL 60123",42.028877,-88.297621,Chicago
591,"347 N McLean Blvd,Elgin, IL 60123",41.997309,-88.314937,Elgin
592,"725 W Chicago St,Elgin, IL 60123",42.034436,-88.295593,Elgin
593,"740 Schneider Dr,South Elgin, IL 60177",42.006831,-88.301641,Elgin
594,"54 National St,Elgin, IL 60123",42.029871,-88.281829,Elgin
595,"804 N La Fox St,South Elgin, IL 60177",42.001642,-88.297994,Elgin
596,"1175 W Spring St,South Elgin, IL 60177",41.99231,-88.306131,Elgin
597,"1700 N State St,Elgin, IL 60123",42.03831,-88.290742,Elgin
598,"1435 N Randall Rd Ste 101,Elgin, IL 60123",42.03831,-88.290742,Elgin
599,"1001 W Irving Park Rd,Elgin, IL 60120",42.018913,-88.203601,Elgin
600,"1001 N Randall Rd,Elgin, IL 60123",42.052783,-88.336736,Elgin
601,"771 Walnut Ave,Elgin, IL 60123",42.02845,-88.297585,Elgin
602,"570 Jenna Dr,South Elgin, IL 60177",42.000982,-88.314199,Elgin
603,"1725 Larkin Ave,Elgin, IL 60123",42.033086,-88.320681,Elgin
604,"Randall Road &amp; College Grn,Elgin, IL 60123",42.03831,-88.290742,Chicago
605,"1032 Larkin Ave,Elgin, IL 60123",42.036923,-88.304078,Elgin
606,"285 N Mclean Blvd,Elgin, IL 60123",42.04143,-88.311541,Elgin
607,"815 S Randall Rd,Elgin, IL 60123",42.011939,-88.333809,Elgin
608,"1100 S Randall Rd,Elgin, IL 60123",42.003871,-88.338974,Elgin
609,"222 Locust St,Elgin, IL 60123",42.033974,-88.286278,Elgin
610,"6 S State St,Elgin, IL 60123",42.03598,-88.287377,Elgin
611,"500 Bird St,Elgin, IL 60123",42.045671,-88.29577,Elgin
612,"300 S State St,Elgin, IL 60123",42.028829,-88.283204,Elgin
613,"1230 W Spring St,South Elgin, IL 60177",41.99231,-88.306131,Elgin
614,"180 Kimball St,Elgin, IL 60120",42.042105,-88.282835,Elgin
615,"326 Du Page St,Elgin, IL 60120",42.03831,-88.290742,Elgin
616,"1520 Big Timber Rd,Elgin, IL 60123",42.058746,-88.314919,Elgin
617,"3191 Us Highway 20,Elgin, IL 60124",42.03831,-88.290742,Elgin
618,"1190 N Mclean Blvd,Elgin, IL 60123",42.062309,-88.315986,Elgin
619,"470 Dundee Ave,Elgin, IL 60120",42.046004,-88.276723,Chicago
620,"816 Saint Charles St,Elgin, IL 60120",42.019443,-88.269049,Naperville
621,"1201 W Spring St,South Elgin, IL 60177",41.99231,-88.306131,Elgin
622,"900 N La Fox St,South Elgin, IL 60177",42.003493,-88.296971,Elgin
623,"1775 N La Fox St,South Elgin, IL 60177",42.009268,-88.289537,Elgin
624,"375 Randall Rd,South Elgin, IL 60177",41.986649,-88.338773,Elgin
625,"350 Randall Rd,South Elgin, IL 60177",41.986032,-88.341208,Naperville
626,"2636 Irving Blvd,Dallas, TX 75207",32.801824,-96.842259,Dallas
627,"309 N Marsalis Ave,Dallas, TX 75203",32.751555,-96.815968,Dallas
628,"100 Northpark Ctr,Dallas, TX 75225",32.736212,-96.784359,Dallas
629,"5000 Alpha Rd,Dallas, TX 75244",32.736212,-96.784359,Dallas
630,"2550 W Red Bird Ln,Dallas, TX 75237",32.670324,-96.859329,Dallas
631,"8040 Park Ln,Dallas, TX 75231",32.86976,-96.76813,Dallas
632,"4724 Greenville Ave,Dallas, TX 75206",32.845025,-96.769745,Dallas
633,"10720 Preston Rd Ste 1018,Dallas, TX 75230",32.894155,-96.80197,Dallas
634,"407 W Jefferson Blvd,Dallas, TX 75208",32.743463,-96.828627,Dallas
635,"315 S Hampton Rd,Dallas, TX 75208",32.742633,-96.858501,Dallas
636,"4430 Dfw Tpke,Dallas, TX 75211",32.736212,-96.784359,Dallas
637,"3524 Mckinney Ave,Dallas, TX 75204",32.805918,-96.797373,Dallas
638,"9750 Walnut St,Dallas, TX 75243",32.923068,-96.720236,Dallas
639,"11536 Harry Hines Blvd,Dallas, TX 75229",32.90258,-96.891272,Dallas
640,"2020 N Masters Dr Ste 102,Dallas, TX 75217",32.736212,-96.784359,Dallas
641,"9779 Forest Ln Ste 200C,Dallas, TX 75243",32.736212,-96.784359,Dallas
642,"8687 N Central Expy 2nd Fl,Dallas, TX 75225",32.866842,-96.771886,Dallas
643,"3420 W Illinois Ave #600,Dallas, TX 75211",32.736212,-96.784359,Dallas
644,"1722 Routh St,Dallas, TX 75201",32.792073,-96.795177,Dallas
645,"5701 Maple Ave,Dallas, TX 75235",32.821459,-96.837553,Dallas
646,"2218 abrams rd,Dallas, TX 75231",32.736212,-96.784359,Dallas
647,"11311 Harry Hines Blvd,Dallas, TX 75229",32.893956,-96.892322,Dallas
648,"4102 Live Oak St,Dallas, TX 75204",32.796492,-96.779159,Dallas
649,"2325 N Fitzhugh Ave,Dallas, TX 75204",32.81088,-96.782155,Dallas
650,"532 W Jefferson Blvd,Dallas, TX 75208",32.742865,-96.831677,Dallas
651,"3301 Bernal Dr,Dallas, TX 75212",32.787149,-96.874094,Dallas
652,"2614 S Beckley Ave,Dallas, TX 75224",32.716307,-96.822583,Dallas
653,"6770 Abrams Rd,Dallas, TX 75231",32.867458,-96.741622,Dallas
654,"2445 W Northwest Hwy Ste 108,Dallas, TX 75220",32.736212,-96.784359,Dallas
655,"11312 Lyndon B Johnson Fwy,Dallas, TX 75238",32.736212,-96.784359,Dallas
656,"9780 Walnut St,Dallas, TX 75243",32.921951,-96.719045,Dallas
657,"14211 Coit Rd,Dallas, TX 75254",32.942605,-96.770508,Dallas
658,"421 W Lawson Rd Trlr 40,Dallas, TX 75253",32.736212,-96.784359,Dallas
659,"19059 Marsh Ln,Dallas, TX 75287",33.011355,-96.857794,Dallas
660,"2415 N Haskell Ave Ste 113,Dallas, TX 75204",32.736212,-96.784359,Dallas
661,"7602 Great Trinity Forest Way,Dallas, TX 75217",32.712368,-96.691086,Dallas
662,"4525 Cole Ave,Dallas, TX 75205",32.821921,-96.789795,Dallas
663,"501 S Rosemont Ave,Dallas, TX 75208",32.741084,-96.848116,Dallas
664,"7932 Great Trinity Forest Way,Dallas, TX 75217",32.711541,-96.685237,Dallas
665,"11818 Harry Hines Blvd,Dallas, TX 75234",32.910162,-96.894317,Dallas
666,"10325 Lake June Rd,Dallas, TX 75217",32.735749,-96.647145,Dallas
667,"1050 S Belt Line Rd,Dallas, TX 75253",32.736212,-96.784359,Dallas
668,"5334 Ross Ave,Dallas, TX 75206",32.809289,-96.770937,Dallas
669,"11722 Marsh Ln Ste 317,Dallas, TX 75229",32.908544,-96.854203,Dallas
670,"17610 Midway Rd,Dallas, TX 75287",32.987993,-96.840947,Dallas
671,"10300 Scyene Rd,Dallas, TX 75227",32.761891,-96.646256,Dallas
672,"2525 W Wheatland Rd,Dallas, TX 75237",32.649266,-96.860602,Dallas
673,"4823 Bryan St,Dallas, TX 75204",32.803836,-96.774021,Dallas
674,"4950 Columbia Ave,Dallas, TX 75214",32.796108,-96.761745,Dallas
675,"2223 Singleton Blvd Ste 116,Dallas, TX 75212",32.736212,-96.784359,Dallas
676,"3752 Dixon Ave,Dallas, TX 75210",32.76379,-96.7353,Dallas
