StationId,Latitude,Longitude,City
34.00457,-118.33274,80707B,Los Angeles
34.00956339,-118.3353594,80708,Los Angeles
34.00956339,-118.3353594,80708S,Los Angeles
34.00984,-118.33538,80708A,Los Angeles
34.01017,-118.33533,80708B,Los Angeles
34.02215554,-118.3348508,80709,Los Angeles
34.02215554,-118.3348508,80709S,Los Angeles
34.02173,-118.33491,80709A,Los Angeles
34.02198,-118.33493,80709B,Los Angeles
1,38.97608633,-77.01817899,DC
2,38.95949167,-77.08499811,DC
3,38.95185457,-77.00220536,DC
4,38.94885923,-77.07958963,DC
5,38.94327308,-77.06298848,DC
6,38.93744242,-77.02346319,DC
7,38.93477068,-77.05804482,DC
8,38.93321879,-76.99453656,DC
9,38.92784576,-77.03255441,DC
10,38.92509293,-77.05242032,DC
11,38.92106748,-76.99593919,DC
12,38.91701019,-77.02749818,DC
13,38.91348466,-77.02191399,DC
14,38.90960585,-77.04341665,DC
15,38.90818629,-76.93525904,DC
16,38.907024,-77.00302273,DC
17,38.9064446,-77.02191667,DC
18,38.90320973,-77.03970312,DC
19,38.90134058,-77.03363646,DC
20,38.90132068,-77.04069771,DC
21,38.90070579,-77.05028003,DC
22,38.89919901,-76.94674999,DC
23,38.8983246,-77.02191767,DC
24,38.89832226,-77.02808028,DC
25,38.89777383,-77.00741657,DC
26,38.8960981,-77.01664124,DC
27,38.89367301,-77.02191667,DC
28,38.89318866,-77.02813428,DC
29,38.89098346,-76.93836713,DC
30,38.88802649,-77.02806852,DC
31,38.88671688,-76.97709117,DC
32,38.88508014,-77.0158705,DC
33,38.88507028,-77.0051417,DC
34,38.88484551,-77.02191077,DC
35,38.88463005,-76.9960034,DC
36,38.88127106,-76.98549759,DC
37,38.87648887,-77.00508793,DC
38,38.87646965,-77.01750749,DC
39,38.8629709,-76.99537301,DC
40,38.84566548,-76.9885142,DC
13659,32.740769,-96.812901,Dallas
15262,32.74808,-96.798479,Dallas
15913,32.719873,-96.871389,Dallas
16083,32.74045,-96.802501,Dallas
21030,32.7233,-96.805167,Dallas
21210,32.726601,-96.855022,Dallas
22729,32.768572,-96.793258,Dallas
22730,32.733138,-96.838395,Dallas
22747,32.772479,-96.802997,Dallas
22748,32.775985,-96.808036,Dallas
22749,32.780967,-96.804997,Dallas
22750,32.781891,-96.800638,Dallas
22751,32.784375,-96.796913,Dallas
22752,32.786616,-96.794315,Dallas
22938,32.837718,-96.775094,Dallas
