,Address,Housing Price,City,Longitude,Latitude,SQ Ft,Housing Price/SQ Ft,Norm Price,dist_hospitals,dist_gym,dist_cemetary,dist_parks,dist_beaches,dist_shopping,dist_grocery,dist_resturant,dist_golf,dist_school
1507,"4758 S Champlain Ave, Chicago, IL 60615",0.025570214156183574,Chicago,41.80783,-87.610516,4500.0,117.77777777777777,0.0998647791651837,18005.359803684853,18293.88798267972,18298.989303536455,18297.353081127494,18239.913195039513,18288.346249184786,18218.55894583434,18291.693333825366,18255.773828319532,18286.082633911567
1508,"1935 N Dayton St, Chicago, IL 60614",0.08679399106976274,Chicago,41.91705,-87.649343,5470.0,328.8848263254113,0.3221071557986341,18015.751320360163,18304.359014907237,18309.462428886098,18307.822659612644,18250.37796756417,18298.81640690622,18229.096304119394,18302.163483958888,18266.27990225373,18296.557052097127
1509,"11340 S Eggleston Ave, Chicago, IL 60628",0.004100883402406799,Chicago,41.687579,-87.63412,1792.0,47.433035714285715,0.02580954146747126,17998.685871086407,18287.053048159607,18292.150082717046,18290.52112044892,18233.091072727177,18281.513105499806,18211.58694766554,18284.860204895038,18248.866817427534,18279.240768018146
1510,"7639 S Clyde Ave, Chicago, IL 60649",0.009166680546556377,Chicago,41.755948,-87.573285,1272.0,149.37106918238993,0.13312453157866072,17999.075261277518,18287.58638590216,18292.687271680366,18291.051786892065,18233.61290413568,18282.0448344316,18212.243931040957,18285.391920620565,18249.465046820264,18279.780333839917
1511,"1530 S State St, Unit 15S, Chicago, IL 60605",0.026342145149577795,Chicago,41.861052,-87.628182,1547.0,352.94117647058823,0.34743241360585614,18010.333304316493,18298.901629548516,18304.004008085856,18302.365993495623,18244.923678732142,18293.359454137713,18223.606130415024,18296.70653497528,18260.805187612987,18291.097991623643
1512,"1540 N La Salle Dr, Apt 302, Chicago, IL 60610",0.008274135335444308,Chicago,41.910238,-87.633589,550.0,311.8181818181818,0.30414029177140534,18014.146319510302,18302.76377628571,18307.867457049895,18306.22723596816,18248.781934389182,18297.221056993647,18227.509780407265,18300.568133063065,18264.68920009937,18294.96224538827
1513,"12605 S Lowe Ave, Chicago, IL 60628",0.00940790898199207,Chicago,41.664869,-87.637517,1100.0,177.27272727272728,0.16249792696584198,17997.34992582928,18285.68784525448,18290.78410141208,18289.156457379584,18231.72819796761,18280.14822793347,18210.196872647237,18283.495329896552,18247.48853236624,18277.874306906073
1514,"403 N Wabash Ave, Apt 8A, Chicago, IL 60611",0.10126769719590438,Chicago,41.888914,-87.62644,2424.0,865.9240924092409,0.8874737963777799,18012.148313746005,18300.749778718662,18305.85303818522,18304.213531051228,18246.769196351677,18295.207235412978,18225.482422730875,18298.554313035984,18262.668146243504,18292.947566171435
1515,"5312 S California Ave, Chicago, IL 60632",0.011096508030041929,Chicago,41.796871,-87.694241,2143.0,107.32617825478302,0.08886188592409287,18010.608620901006,18299.032047962108,18304.130547272714,18302.499103241065,18245.06568266699,18293.491492695914,18223.611922140914,18296.838587160793,18260.870214787148,18291.222135060143
1516,"8622 S Morgan St, Chicago, IL 60620",0.009649137417427765,Chicago,41.737103,-87.64886,2200.0,90.9090909090909,0.07157884144875738,18003.19042525304,18291.596912657777,18296.694983879555,18295.06426560453,18237.631834358574,18286.056536626,18216.16369837724,18289.403632546597,18253.428041877753,18283.78630819487
1517,"2350 N Orchard St, Unit MZ103, Chicago, IL 60614",0.06267114752619332,Chicago,41.925017,-87.646489,1647.0,788.7067395264116,0.8061834361549111,18016.10130031545,18304.721067341474,18309.824803305757,18308.184488501716,18250.739058640644,18299.17832490294,18229.4686718443,18302.525400767034,18266.647375584405,18296.919625609844
1518,"5436 S Hyde Park Blvd, Apt 1, Chicago, IL 60615",0.03131145091955309,Chicago,41.79712,-87.584428,3200.0,202.8125,0.18938485390000614,18002.741421221614,18291.286408614684,18296.388188293164,18294.751188950606,18237.310253742315,18285.74448365967,18215.97234383143,18289.0915666611,18253.180050944327,18283.48180239687
1519,"1625 E 86th St, Chicago, IL 60617",0.009600891730340625,Chicago,41.738492,-87.584192,2112.0,94.22348484848484,0.07506806073943498,17998.64328799134,18287.122778202913,18292.222818746177,18290.588765654025,18233.151821289248,18281.58157976647,18211.753212290052,18284.928668926,18248.98720280711,18279.31535893949
1520,"1345 S Wabash Ave, Unit 1605, Chicago, IL 60605",0.012302650207220399,Chicago,41.864438,-87.625246,730.0,349.3150684931507,0.3436150382013897,18010.35832128161,18298.933682644933,18304.036249440924,18302.39791593271,18244.955169793997,18293.391428628584,18223.644229765323,18296.738508783103,18260.840414029724,18291.130349344425
1521,"4925 W 63rd St, Chicago, IL 60638",0.037390407492532585,Chicago,41.778111,-87.745743,3900.0,198.71794871794873,0.18507432606859986,18013.002384429008,18301.347899623826,18306.444305703666,18304.816406174767,18247.387787588574,18295.80821882848,18225.860351173113,18299.155320291396,18263.15074113184,18293.53460223432
1522,"4921 W 63rd St, Chicago, IL 60638",0.037390407492532585,Chicago,41.778114,-87.745637,3900.0,198.71794871794873,0.18507432606859986,18012.99497879225,18301.340614382734,18306.437023709677,18304.809118683188,18247.38049264887,18295.80093223087,18225.85317083435,18299.148033683123,18263.143510769194,18293.527322242786
1523,"6238 S Justine St, Chicago, IL 60636",0.009649089171740677,Chicago,41.780153,-87.66336,1416.0,141.24223163841808,0.12456691975343596,18007.227548637566,18295.666324202062,18300.765245804374,18299.133086938735,18241.698700775934,18290.125592701555,18220.260059593904,18293.472685726203,18257.51168745399,18287.85709449227
1524,"1448 N Lake Shore Dr, Apt 4A, Chicago, IL 60610",0.019057046399419835,Chicago,41.909328,-87.626644,2000.0,197.5,0.18379213383694865,18013.58453378175,18302.208638643842,18307.31249928523,18305.671973517547,18248.22626050572,18296.66584428998,18226.960472718325,18300.012919693865,18264.13710887165,18294.407398923697
1525,"1555 W Fry St, Unit 302, Chicago, IL 60642",0.05789482450456658,Chicago,41.896783,-87.666956,2600.0,461.53846153846155,0.46175791289859414,18015.60426885322,18304.169819568833,18309.272105913282,18307.634246949347,18250.192138423205,18298.62768237572,18228.870890922248,18301.97476354394,18266.071698371015,18296.366032000118
1526,"5034 N Nashville Ave, Chicago, IL 60656",0.02648688221083921,Chicago,41.973041,-87.791909,2031.0,270.3101920236337,0.2604428673382467,18029.88311254981,18318.396195090252,18323.49702849121,18321.861629210634,18264.422837217182,18312.85466387631,18243.04932581263,18316.201750232758,18280.27324286025,18310.590055567773
1527,"8436 S Bennett Ave, Chicago, IL 60617",0.013508792384398869,Chicago,41.741373,-87.578572,2000.0,140.0,0.12325916374267916,17998.440303188538,18286.929235479918,18292.02952943222,18290.395047148246,18232.957521895314,18281.387931213863,18211.567826938826,18284.73501948723,18248.797935997773,18279.12222612494
