,Address,Housing Price,City,Longitude,Latitude,SQ Ft,Housing Price/SQ Ft,Norm Price,dist_hospitals,dist_gym,dist_cemetary,dist_parks,dist_beaches,dist_shopping,dist_grocery,dist_resturant,dist_golf,dist_school
470,"609 S Vicki Ln, Anaheim, CA 92804",750000,Anaheim,33.824412,-117.984391,1964.0,381.87372708757636,0.1304978159382124,0.6103312908376941,0.5186192649937821,1.0629517099777082,3.3856315889011763,4.960862800870741,0.5052799298028318,0.5504653165040506,0.4592071620041756,1.0127709445210356,0.3138208403035891
471,"841 S Philadelphia St, Anaheim, CA 92805",1399999,Anaheim,33.825846,-117.908379,3012.0,464.80710491367864,0.16513805382861182,0.30851074823422187,0.585862545720062,0.5551594980513956,7.148887047800093,2.296997142820779,0.28418003426667154,0.28418003426667154,0.1984740829315506,0.5382137095060132,0.11641519672645788
472,"310 S Mohler Dr, Anaheim, CA 92808",2250000,Anaheim,33.858326,-117.760019,4035.0,557.6208178438661,0.20390518450227677,1.04093592932699,0.533815537211619,3.768368194843088,15.558438983001533,8.558395376684786,0.7662415855080835,1.0292326632252629,0.745108247494829,0.5416733391601796,0.41761552430474164
473,"2300 S Lewis St, Spc 79, Anaheim, CA 92802",154900,Anaheim,33.791593,-117.897023,1100.0,140.8181818181818,0.029811920201024224,0.29216373540577867,0.8093743189687874,0.2692057874955999,6.483450502495268,4.707093696538409,0.23001092919096752,0.8942078440226403,0.840624897809856,0.7758567259664204,0.4556367883204105
474,"320 N Park Vista St, Spc 161, Anaheim, CA 92806",130000,Anaheim,33.844316,-117.866372,1368.0,95.02923976608187,0.0106864500102365,1.4010121440036,0.5364242045434108,1.936415620533832,9.827725747666637,2.6489511178678224,0.43917274712027154,0.447649144301906,0.8454622949209853,0.8832396782227584,0.7430853208252205
475,"201 N Tustin Ave Apt A, Anaheim, CA 92807",445000,Anaheim,33.843712,-117.833651,786.0,566.1577608142494,0.2074709591409383,0.8385314747202082,0.09656479233426299,3.8168841467857764,11.360169641870977,4.454034873167423,0.1837584399755578,1.5701624884415355,0.717393267609348,0.9855884249433977,0.5860051020091406
476,"7670 E Eucalyptus Way, Anaheim, CA 92808",995000,Anaheim,33.863512,-117.762479,1786.0,557.110862262038,0.20369218241396073,0.9596943744752794,0.5866548488371411,4.106752666373072,15.595196334866165,8.421808855893591,0.6796411001881364,1.021937054816497,0.6637610482560513,0.7947517192292315,0.5216911276837609
477,"190 S Cobblestone Ln, Anaheim, CA 92807",4600000,Anaheim,33.844698,-117.812563,6701.0,686.4647067601851,0.2577216704549417,0.6528272248998152,0.7858400430439627,3.7422845270267824,12.444371868060317,5.626482761574548,0.6066224700655867,1.479558462130646,0.6394272738044071,1.26243692764977,0.5005821865983132
478,"640 S Aberdeen St, Anaheim, CA 92807",1300000,Anaheim,33.838243,-117.808072,2188.0,594.1499085923217,0.21916293025694478,1.1665219695385725,0.8404257217512636,3.240075970565123,12.467798906039588,5.972613421989905,1.113019077032572,1.4666319775931682,1.1422403111732018,1.467266249762261,0.8761489412055203
479,"125 N Belinda Cir, Anaheim, CA 92801",12500000,Anaheim,33.83375,-117.966043,75554.0,165.44458268258464,0.04009806079590012,0.5026537319840528,0.5611171203990941,0.1773435588830948,4.529225466725181,3.726273443869764,0.3816083765523306,0.6476616434997265,0.1517902711208173,0.12393302918847425,0.09227121933778956
480,"1169 S Pointe Premier, Anaheim, CA 92807",3500000,Anaheim,33.82671,-117.750839,7463.0,468.98030282728126,0.16688114656497707,1.8561316579119742,1.9134617046243816,1.8783919609413446,15.221499093318936,9.359066167126027,0.6174168549198596,0.6174168549198596,2.740329715914498,1.9801075437591305,0.6060539051968877
481,"940 S Jay Cir, Anaheim, CA 92808",1300000,Anaheim,33.844973,-117.74554,3118.0,416.93393200769725,0.14514202639670518,1.651011942259339,1.3707559972624954,3.1236599507207687,15.94047802633648,9.442315016809623,1.1847476699980855,1.1847476699980855,1.5203585321181134,1.295214011875116,0.2170993047140967
482,"146 S Seneca Cir, Unit 23, Anaheim, CA 92805",620000,Anaheim,33.832892,-117.922006,1298.0,477.65793528505395,0.17050568544838052,0.5465501068407598,0.43059571076111763,0.5723794205473658,6.931558888318668,1.962723326674833,0.23670322508895575,0.10703549147596361,0.12209379341000758,0.39481236234903044,0.18548483519482287
483,"1891 S Union St, Unit 112, Anaheim, CA 92805",749000,Anaheim,33.799927,-117.892335,1613.0,464.3521388716677,0.16494802018545843,0.7936857892801851,0.30087522179131404,0.366026018255229,6.955140467693152,4.192352676221636,0.4380754617353151,0.6525447278442353,0.3250629299049959,1.3194187109618856,0.7690909493804332
484,"1318 N Sunshine Way, Anaheim, CA 92806",1495000,Anaheim,33.854259,-117.877976,3820.0,391.3612565445026,0.13446063870022779,1.5299087353185015,0.5286206078600211,1.4785013131957276,9.160086993270815,1.8076870284659547,0.2830639071715438,0.7012592586511015,0.5802088954437791,0.6521644427397891,0.6150181146686275
485,"1900 W Glenoaks Ave Apt C, Anaheim, CA 92801",539000,Anaheim,33.842493,-117.947593,1339.0,402.5392083644511,0.13912952980680188,0.4011777469035858,0.7320626094607109,1.3954009261508886,5.518952488195014,2.5066318414782733,0.24680960671519273,0.24680960671519273,0.28662806878989716,1.250516819775527,0.45309662447736276
486,"2651 W Lincoln Ave, Unit 17, Anaheim, CA 92801",687000,Anaheim,33.832387,-117.978625,1535.0,447.557003257329,0.15793290144397742,1.044445965260889,0.7168402335205556,0.5579041806081655,3.802587990805078,4.416570416682464,0.273365600515632,0.10672800595041343,0.5825612812383828,0.6693494683319774,0.5108326826138325
