,Address,Housing Price,City,Longitude,Latitude,SQ Ft,Housing Price/SQ Ft,Norm Price,dist_hospitals,dist_gym,dist_cemetary,dist_parks,dist_beaches,dist_shopping,dist_grocery,dist_resturant,dist_golf,dist_school
3494,"629 Columbia Rd NW, Washington, DC 20001",475000,Washington,38.928493,-77.0219,1500.0,316.6666666666667,0.08367993194063711,0.37271566392733063,0.6225413752392311,0.9484262584346447,0.2306003931918897,27.33354002537363,0.5546472214837452,0.3954752039090028,0.20918996014095637,0.9785849852939796,0.37271566392733063
3495,"2906 25th St NE, Washington, DC 20018",799000,Washington,38.927198,-76.971364,2200.0,363.1818181818182,0.10511497907518325,0.3066795973900667,1.0917464384635247,1.0148689675860432,1.432601153822926,24.72043938259382,1.5816762925110346,2.287744520424242,0.48887041920822416,0.9973256946620028,0.3066795973900667
3496,"832 19th St NE, Washington, DC 20002",725000,Washington,38.901033,-76.976526,1152.0,629.3402777777778,0.22776574857421938,0.22109451002028654,1.0372691410812362,0.4478332243806054,0.4988430590146198,24.455612133493428,0.08905700060683154,1.4627902870854608,0.22955855866812938,0.39814632299618974,0.22109451002028654
3497,"2500 Virginia Ave NW, Unit 1408S, Washington, DC 20037",3795000,Washington,38.898872,-77.054934,4640.0,817.8879310344828,0.314652014726638,0.3671481040467812,0.5176771811044026,0.9611232320640466,0.7270041303717089,24.93642844948631,0.3797218053421521,0.3350979340484028,0.4851184151349151,0.5035263134402507,0.3671481040467812
3498,"2501 M St NW, Unit 702, Washington, DC 20037",1125000,Washington,38.905559,-77.053871,1340.0,839.5522388059702,0.32463533076652845,0.15641560554006217,0.2616127225386409,0.5161778452712231,0.5475371460782257,25.395329984058066,0.10236356580138163,0.10236356580138163,0.3305751120592815,0.4893805933103993,0.15641560554006217
3499,"2709 N St NW, Unit 102, Washington, DC 20007",1995000,Washington,38.907077,-77.056258,2154.0,926.183844011142,0.3645567860435123,0.21387335419233464,0.41529621323389326,0.3915824967689484,0.4135371159337823,25.460586840221712,0.2608057288940342,0.2608057288940342,0.2549033892329175,0.6546494425974738,0.21387335419233464
3500,"2517 Ontario Rd NW, Washington, DC 20009",5000000,Washington,38.92356,-77.039898,3054.0,1637.1971185330715,0.6922049298467458,0.07938395686829201,0.5383391194766483,0.8745510165079062,0.257484742322732,26.800195831258403,0.5383391194766483,0.14899113900932925,0.8134879176323144,1.33407268441729,0.07938395686829201
3501,"1867 Kendall St NE, Washington, DC 20002",1000000,Washington,38.912867,-76.986617,2400.0,416.6666666666667,0.1297617922298894,0.1172613951027035,0.1948153586253349,0.5271525305797076,1.045459302203073,25.20039146111657,0.9069556166477296,1.3959347866488074,0.13518008261341807,1.3407966832612206,0.1172613951027035
3502,"2118 Leroy Pl NW, Washington, DC 20008",6000000,Washington,38.915376,-77.047258,11813.0,507.91500888851266,0.1718107258088193,0.43234246005414795,0.6565192344840926,0.45225386128301914,0.24363412599521617,26.145382648052397,0.2853649500700304,0.1381435634239634,0.6421427533089535,0.7607107611716555,0.43234246005414795
3503,"1301 Delaware Ave SW, Apt N215, Washington, DC 20024",109000,Washington,38.873838,-77.015947,650.0,167.69230769230768,0.015029775971263815,0.4094070509643882,0.6442651249946464,2.034751361776406,0.5852489002547087,24.001020823955383,1.566930608807791,1.5978351488982039,1.4570550933849074,0.5638633058793544,0.4094070509643882
