"698 Moulton Ave, Los Angeles, CA 90031",7000000,Los Angeles,9180,34.063321,-118.219921
"2008 Whitley Ave, Los Angeles, CA 90068",2475000,Los Angeles,3981,34.107419,-118.332654
"3414 8th Ave, Los Angeles, CA 90018",875000,Los Angeles,1638,34.025057,-118.325622
"8620 Olin St, Unit 4, Los Angeles, CA 90034",1400000,Los Angeles,2144,34.034358,-118.380871
"3723 Carlota Blvd, Los Angeles, CA 90031",775000,Los Angeles,1496,34.088685,-118.209366
"5176 Wadena St, Los Angeles, CA 90032",729000,Los Angeles,828,34.092446,-118.168127
"Ave O And 202nd St E, Lake, Los Angeles, CA 93591",24499,Los Angeles,,34.617088,-117.768906
"116 S Croft Ave, Apt 401, Los Angeles, CA 90048",899000,Los Angeles,1595,34.073975,-118.373853
"300 Stone Canyon Rd, Los Angeles, CA 90077",59000000,Los Angeles,17600,34.080532,-118.441951
"7512 Flight Ave, Los Angeles, CA 90045",999000,Los Angeles,1500,33.970266,-118.380626
"3711 Barry Ave, Los Angeles, CA 90066",2995000,Los Angeles,3030,34.009598,-118.427288
"541 Glenrock Ave, Los Angeles, CA 90024",12500000,Los Angeles,16000,34.066913,-118.451357
"4522 Jessica Dr, Los Angeles, CA 90065",825000,Los Angeles,798,34.111527,-118.220309
"8330 S Figueroa St, Los Angeles, CA 90003",1325000,Los Angeles,4556,33.963373,-118.282328
"3871 Cimarron St, Los Angeles, CA 90062",799000,Los Angeles,1136,34.015327,-118.31636
"11227 S Broadway, Los Angeles, CA 90061",699000,Los Angeles,,33.93215,-118.279095
"969 Hilgard Ave, Apt 403, Los Angeles, CA 90024",649000,Los Angeles,728,34.06222,-118.441903
"13809 S San Pedro St, Los Angeles, CA 90061",659999,Los Angeles,2022,33.906376,-118.269954
"10445 Wilshire Blvd, Apt 406, Los Angeles, CA 90024",1350000,Los Angeles,1722,34.066,-118.43111
"5121 11th Ave, Los Angeles, CA 90043",750000,Los Angeles,1654,33.996085,-118.329737
"2847 Buckingham Rd, Los Angeles, CA 90016",1395000,Los Angeles,2466,34.029727,-118.34085
"5511 York Blvd, Los Angeles, CA 90042",1700000,Los Angeles,1637,34.119914,-118.197679
"1742 W 82nd St, Los Angeles, CA 90047",1098777,Los Angeles,2229,33.964309,-118.308321
"246 E 111th St, Los Angeles, CA 90061",599900,Los Angeles,1036,33.934549,-118.269943
"4321 Los Feliz Blvd, Unit 6, Los Angeles, CA 90027",875000,Los Angeles,1350,34.112732,-118.284863
"10490 Wilshire Blvd, Apt 2103, Los Angeles, CA 90024",2400000,Los Angeles,2776,34.064602,-118.431173
"3168 Wabash Ave, Los Angeles, CA 90063",5300000,Los Angeles,11600,34.047838,-118.19271
"2331 Cabot St, Los Angeles, CA 90031",874000,Los Angeles,1056,34.092804,-118.240147
"424 N Crescent Heights Blvd, Los Angeles, CA 90048",2495000,Los Angeles,2980,34.07889,-118.365527
"1236 Cliff Dr, Los Angeles, CA 90065",285000,Los Angeles,,34.098296,-118.224473
"2160 Century Park, Unit 202N, Los Angeles, CA 90067",850000,Los Angeles,1070,34.057964,-118.410411
"2160 Century Park, Unit 204N, Los Angeles, CA 90067",750000,Los Angeles,853,34.057964,-118.410411
"2426 Cazaux Pl, Los Angeles, CA 90068",2085000,Los Angeles,3314,34.115447,-118.314407
"475 N Concord St, Los Angeles, CA 90063",990000,Los Angeles,2365,34.043046,-118.193787
"877 Francisco St, Apt 1602, Los Angeles, CA 90017",860000,Los Angeles,822,34.04839,-118.26387
"10206 Stanford Ave, Los Angeles, CA 90002",649999,Los Angeles,972,33.943694,-118.262259
"3433 Arlington Ave, Los Angeles, CA 90018",1199999,Los Angeles,2205,34.024553,-118.317999
"1251 W 99th St, Los Angeles, CA 90044",950000,Los Angeles,1688,33.946191,-118.297758
"1830 N Stanley Ave, Los Angeles, CA 90046",6995000,Los Angeles,5290,34.104381,-118.356802
"7807 S Hobart Blvd, Los Angeles, CA 90047",705000,Los Angeles,907,33.96882,-118.308185
"877 Francisco St, Apt 2903, Los Angeles, CA 90017",750000,Los Angeles,693,34.04839,-118.26387
"941 N Orlando Ave, Los Angeles, CA 90069",5995000,Los Angeles,,34.088177,-118.373482
"324 W 51st St, Los Angeles, CA 90037",2499000,Los Angeles,5198,33.996256,-118.27935
